"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
"",,Neighborhood Total,,,15,3,,2,2,22
"",FRANKLIN (BOYS) MIDDLE MAGNET Total,,,6,164,86,2,23,65,346
"",GIUNTA MIDDLE SCHOOL,Choice,Dowdell,,,2,,,,2
"",,,Eisenhower,,1,,,,1,2
"",,,Giunta,,2,2,,,,4
"",,,McLane,,5,2,,,1,8
"",,,Mulrennan,,,1,,,,1
"",,,Rodgers,,,2,,,,2
"",,,Shields,,1,,,,,1
"",,Choice Total,,,9,9,,,2,20
"",,Hope Sch,Dowdell,,,1,,,,1
"",,,Giunta,1,,,,,,1
"",,,Rodgers,,1,,,1,,2
"",,Hope Sch Total,,1,1,1,,1,,4
"",,Magnet,Giunta,,1,,,,,1
"",,Magnet Total,,,1,,,,,1
"",,Neighborhood,Dowdell,,,5,,1,,6
"",,,Eisenhower,,1,,,,,1
"",,,Giunta,9,292,326,,49,114,790
"",,,Liberty,,1,,,,,1
"",,,McLane,,1,,,,,1
"",,,Sligh,,,1,,,,1
"",,Neighborhood Total,,9,295,332,,50,114,800
"",GIUNTA MIDDLE SCHOOL Total,,,10,306,342,,51,116,825
"",GRECO MIDDLE MAGNET SCHOOL,Hope Sch,Woodson K-8,,,1,,,,1
"",,Hope Sch Total,,,,1,,,,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,GRECO MIDDLE MAGNET SCHOOL,Magnet,Burnett,,,,,,1,1
"",,,Giunta,,,,,,1,1
"",,,Greco,1,6,3,,,,10
"",,,Jennings,,1,,,,1,2
"",,,Madison,,,,,1,,1
"",,,Mann,,1,,,,,1
"",,,McLane,,1,,,1,,2
"",,,Memorial,,1,,,,,1
"",,,Rodgers,,,1,,,,1
"",,,Sligh,,2,,,,,2
"",,Magnet Total,,1,13,4,,2,3,23
"",,Neighborhood,Blank/Bad Addr,,,,,,1,1
"",,,Adams,,1,,,,,1
"",,,Benito,,3,,,,,3
"",,,Buchanan,,2,2,,,,4
"",,,Burns,,1,,,,,1
"",,,Giunta,,1,,,,,1
"",,,Greco,20,299,168,,52,85,624
"",,,Jennings,,3,1,,,,4
"",,,Liberty,,3,,,,,3
"",,,Madison,,1,,,,,1
"",,,Mann,,1,,,,,1
"",,,McLane,,1,,,,,1
"",,,Memorial,,2,,,,,2
"",,,Pierce,,,1,,,,1
"",,,Rodgers,,,,,,1,1
"",,,Sligh,,1,,,,,1
"",,,Sulphur Springs K-8,,1,,,,,1
"",,,Turner/Bartels K-8,,2,,,,,2
"",,,Webb,,,,,1,,1
"",,,Woodson K-8,,1,1,,,,2
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,GRECO MIDDLE MAGNET SCHOOL Total,,,21,336,178,,55,90,680
"",HILL MIDDLE SCHOOL,Choice,,,1,2,,1,1,5
"",,,Adams,2,2,24,,7,28,63
"",,,Benito,,,2,,,,2
"",,,Buchanan,,1,9,,,9,19
"",,,Carrollwood K-8,,,4,,,2,6
"",,,Davidsen,,,1,,1,1,3
"",,,Hill,,,9,,,3,12
"",,,Jennings,,,1,,,,1
"",,,Liberty,,,,,,2,2
"",,,Madison,,,1,,,,1
"",,,Martinez,,,1,,,1,2
"",,,Memorial,,,6,,1,1,8
"",,,Monroe,,,,,,1,1
"",,,Pierce,3,4,33,,2,10,52
"",,,Sgt. Smith,,,13,,1,11,25
"",,,Stewart,,1,,,,,1
"",,,Woodson K-8,,,1,,,,1
"",,Choice Total,,5,9,107,,13,70,204
"",,District Assigned,Sgt. Smith,1,,,,,,1
"",,District Assigned Total,,1,,,,,,1
"",,Hope Sch,Buchanan,,,,,,2,2
"",,,Greco,,1,,,,,1
"",,Hope Sch Total,,,1,,,,2,3
"",,Neighborhood,Blank/Bad Addr,,,,,,1,1
"",,,Adams,,1,6,,1,3,11
"",,,Buchanan,,,1,,,,1
"",,,Carrollwood K-8,,,2,,,2,4
"",,,Greco,,,,,,1,1
"",,,Hill,27,42,319,2,31,172,593
"",,,Jennings,,1,,,,,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,HILL MIDDLE SCHOOL,Neighborhood,Pierce,,,3,,,,3
"",,,Sgt. Smith,,,1,,,,1
"",,,Shields,,1,,,,,1
"",,,Webb,,1,,,,,1
"",,Neighborhood Total,,27,46,333,2,32,179,619
"",HILL MIDDLE SCHOOL Total,,,33,56,440,2,45,251,827
"",JENNINGS MIDDLE SCHOOL,Choice,Greco,,2,1,,,1,4
"",,,Jennings,,1,,,,,1
"",,,McLane,,1,,,,,1
"",,Choice Total,,,4,1,,,1,6
"",,Hope Sch,Greco,,1,,,,,1
"",,Hope Sch Total,,,1,,,,,1
"",,Neighborhood,Blank/Bad Addr,,,,,,1,1
"",,,Adams,,1,,,,,1
"",,,Benito,,,,,1,,1
"",,,Burnett,,,1,,,1,2
"",,,Dowdell,,1,,,,,1
"",,,Giunta,,,,,1,,1
"",,,Greco,,2,,,,,2
"",,,Jennings,8,283,281,,21,147,740
"",,,Mann,,1,,,,,1
"",,,McLane,,1,,,,,1
"",,,Memorial,,1,,,,,1
"",,Neighborhood Total,,8,290,282,,23,149,752
"",JENNINGS MIDDLE SCHOOL Total,,,8,295,283,,23,150,759
"",LIBERTY MIDDLE SCHOOL,Choice,Blank/Bad Addr,,3,4,,2,1,10
"",,,Adams,,5,,,,1,6
"",,,Benito,2,12,3,,2,2,21
"",,,Buchanan,,1,6,,,,7
"",,,Burnett,,,,,,1,1
"",,,Giunta,,,,,,1,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,LIBERTY MIDDLE SCHOOL,Choice,Jennings,,1,1,,,4,6
"",,,Liberty,1,5,,,2,1,9
"",,,Mann,,,,,,1,1
"",,,McLane,,1,1,,,1,3
"",,,Tomlin,,1,1,,,,2
"",,,Turner/Bartels K-8,1,3,1,,,4,9
"",,,Woodson K-8,,,3,,,,3
"",,Choice Total,,4,37,24,,7,19,91
"",,District Assigned,Buchanan,,,1,,,,1
"",,District Assigned Total,,,,1,,,,1
"",,Hope Sch,Benito,,,,,1,1,2
"",,,Greco,,1,1,,,,2
"",,Hope Sch Total,,,1,1,,1,1,4
"",,Magnet,Liberty,1,,,,,,1
"",,Magnet Total,,1,,,,,,1
"",,Neighborhood,Blank/Bad Addr,,2,,,,,2
"",,,Adams,,,1,,,,1
"",,,Benito,,2,2,,,3,7
"",,,Greco,,,,,,1,1
"",,,Liberty,102,200,301,2,60,171,836
"",,,Madison,,1,,,,,1
"",,,Turner/Bartels K-8,1,,,,1,,2
"",,Neighborhood Total,,103,205,304,2,61,175,850
"",LIBERTY MIDDLE SCHOOL Total,,,108,243,330,2,69,195,947
"",MADISON MIDDLE SCHOOL,Choice,Blank/Bad Addr,,,1,,1,1,3
"",,,Burnett,,,,,,1,1
"",,,Coleman,,,,,,2,2
"",,,Davidsen,,,,,,1,1
"",,,Giunta,,2,,,,,2
"",,,Madison,6,3,15,,2,60,86
"",,,McLane,,,,,,1,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,MADISON MIDDLE SCHOOL,Choice,Monroe,,,10,,2,15,27
"",,,Pierce,,,2,,,,2
"",,,Sligh,,1,,,,,1
"",,Choice Total,,6,6,29,,5,81,127
"",,Hope Sch,Madison,,,,,,1,1
"",,,Memorial,,1,,,,,1
"",,,Monroe,,,3,,,1,4
"",,Hope Sch Total,,,1,3,,,2,6
"",,Magnet,Madison,,1,,,,1,2
"",,Magnet Total,,,1,,,,1,2
"",,Neighborhood,Coleman,1,1,,,,,2
"",,,Davidsen,,,2,,,,2
"",,,Madison,7,108,203,1,31,96,446
"",,,McLane,,2,,,,,2
"",,,Memorial,,,1,,,,1
"",,,Monroe,1,,3,,2,3,9
"",,,Pierce,,,1,,,,1
"",,Neighborhood Total,,9,111,210,1,33,99,463
"",MADISON MIDDLE SCHOOL Total,,,15,119,242,1,38,183,598
"",MANN MIDDLE SCHOOL,Choice,Burnett,,,4,,,8,12
"",,,Burns,,,,,,1,1
"",,,Giunta,,1,,,,1,2
"",,,Jennings,,3,1,,,1,5
"",,,Mann,,,,,1,,1
"",,,McLane,,5,11,,,12,28
"",,,Tomlin,,1,,,,,1
"",,Choice Total,,,10,16,,1,23,50
"",,Hope Sch,Jennings,,,,,,1,1
"",,,McLane,,1,1,,,1,3
"",,Hope Sch Total,,,1,1,,,2,4
"",,Magnet,Mann,,1,,,,,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,MANN MIDDLE SCHOOL,Neighborhood,Barrington,,,1,,,1,2
"",,,Burnett,1,1,,,1,2,5
"",,,Burns,,,1,,,,1
"",,,Dowdell,,,2,,,,2
"",,,Eisenhower,1,,,,,,1
"",,,Greco,,2,1,,,,3
"",,,Jennings,,,1,,,,1
"",,,Liberty,,1,,,,,1
"",,,Mann,12,148,251,,46,166,623
"",,,Marshall,,,2,,,,2
"",,,McLane,1,17,2,,2,2,24
"",,,Rodgers,,,1,,,1,2
"",,,Shields,,,2,,,,2
"",,,Tomlin,,1,3,,,,4
"",,,Turkey Creek,,1,1,,,,2
"",,Neighborhood Total,,15,171,268,,49,172,675
"",MANN MIDDLE SCHOOL Total,,,15,183,285,,50,197,730
"",MARSHALL MIDDLE MAGNET SCHOOL,Choice,Marshall,,,,,,2,2
"",,Choice Total,,,,,,,2,2
"",,Hope Sch,Tomlin,,,,,,1,1
"",,Hope Sch Total,,,,,,,1,1
"",,Magnet,Blank/Bad Addr,,1,,,,1,2
"",,,Burnett,,2,,,,,2
"",,,Eisenhower,,,,,,1,1
"",,,Jennings,,2,,,,,2
"",,,Madison,,,1,,,,1
"",,,Mann,1,,,,,,1
"",,,Marshall,2,16,14,,7,25,64
"",,,McLane,,,1,,,1,2
"",,,Tomlin,,9,19,,2,14,44
"",,,Turkey Creek,1,3,9,,4,10,27
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,MARSHALL MIDDLE MAGNET SCHOOL,Magnet Total,,4,33,45,,13,52,147
"",,Neighborhood,Blank/Bad Addr,,,1,,1,,2
"",,,Mann,,,,,,1,1
"",,,Marshall,6,106,507,1,31,230,881
"",,,Pierce,,,,,,1,1
"",,,Tomlin,,1,16,,,4,21
"",,,Turkey Creek,,,1,,,,1
"",,Neighborhood Total,,6,107,525,1,32,236,907
"",MARSHALL MIDDLE MAGNET SCHOOL Total,,,10,140,570,1,45,291,"1,057"
"",MARTINEZ MIDDLE SCHOOL,Choice,Blank/Bad Addr,,2,3,,3,15,23
"",,,Buchanan,1,1,3,,,2,7
"",,,Burnett,,,,,,1,1
"",,,Coleman,,,1,,,,1
"",,,Hill,,,2,,,6,8
"",,,Liberty,,,2,,,2,4
"",,,Madison,,,,,2,1,3
"",,,Martinez,1,1,4,,,2,8
"",,,Memorial,,,2,,,,2
"",,,Sgt. Smith,,,1,,,6,7
"",,,Sligh,,,1,,,,1
"",,,Turner/Bartels K-8,,,,,,2,2
"",,,Webb,,,1,,,,1
"",,Choice Total,,2,4,20,,5,37,68
"",,Neighborhood,Blank/Bad Addr,,,,,,1,1
"",,,Hill,,,1,,,,1
"",,,Martinez,117,33,233,1,81,595,"1,060"
"",,,Sgt. Smith,,,1,,,,1
"",,Neighborhood Total,,117,33,235,1,81,596,"1,063"
"",MARTINEZ MIDDLE SCHOOL Total,,,119,37,255,1,86,633,"1,131"
"",MCLANE MIDDLE SCHOOL,Choice,Burnett,,,1,,,,1
"",,,McLane,,1,1,,,,2
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,MCLANE MIDDLE SCHOOL,Choice Total,,,1,2,,,1,4
"",,Magnet,McLane,,1,,,1,,2
"",,Magnet Total,,,1,,,1,,2
"",,Neighborhood,Burnett,,1,1,,,,2
"",,,Mann,,,1,,,,1
"",,,McLane,14,317,211,2,38,75,657
"",,,Mulrennan,,,,,,1,1
"",,,Rodgers,,2,,,,,2
"",,,Shields,,,1,,,,1
"",,Neighborhood Total,,14,320,214,2,38,76,664
"",MCLANE MIDDLE SCHOOL Total,,,14,322,216,2,39,77,670
"",MEMORIAL MIDDLE SCHOOL,Choice,Adams,,2,2,,1,,5
"",,,Burnett,,1,,,,,1
"",,,Greco,,3,1,,1,,5
"",,,Jennings,,3,3,,,,6
"",,,Madison,,4,,,,,4
"",,,Mann,,1,,,,,1
"",,,McLane,,8,7,,,1,16
"",,,Memorial,,1,,,,,1
"",,,Monroe,,2,,,,,2
"",,,Pierce,,1,,,1,,2
"",,,Sgt. Smith,,,1,,,,1
"",,,Sligh,,3,,,,,3
"",,,Stewart,,4,,,,,4
"",,,Sulphur Springs K-8,,,2,,,,2
"",,,Woodson K-8,,,1,,,,1
"",,Choice Total,,,33,17,,3,1,54
"",,Hope Sch,Madison,,,1,,,,1
"",,,McLane,,,3,,,,3
"",,,Pierce,,,2,,,,2
"",,,Sligh,,,1,,,,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,MEMORIAL MIDDLE SCHOOL,Hope Sch Total,,,1,8,,,,9
"",,Neighborhood,Adams,,2,1,,,,3
"",,,Buchanan,,1,1,,,,2
"",,,Greco,,2,2,,,1,5
"",,,Liberty,,2,2,,,,4
"",,,Marshall,,,1,,,,1
"",,,McLane,,2,,,,,2
"",,,Memorial,6,71,434,,17,41,569
"",,,Monroe,,1,,,,,1
"",,,Mulrennan,,,1,,,,1
"",,,Pierce,,1,2,,,,3
"",,,Sligh,,,,,1,,1
"",,,Stewart,,2,,,,,2
"",,Neighborhood Total,,6,84,444,,18,42,594
"",MEMORIAL MIDDLE SCHOOL Total,,,6,118,469,,21,43,657
"",MONROE MIDDLE MAGNET SCHOOL,Hope Sch,Monroe,,1,,,,,1
"",,Hope Sch Total,,,1,,,,,1
"",,Magnet,Blank/Bad Addr,,1,,,,,1
"",,,Jennings,,,,,1,,1
"",,,Madison,1,1,1,,1,7,11
"",,,Monroe,2,4,9,,7,16,38
"",,,Pierce,,,1,,,,1
"",,,Webb,,,1,,,,1
"",,Magnet Total,,3,6,12,,9,23,53
"",,Neighborhood,Benito,,,,,,1,1
"",,,Greco,,2,,,,,2
"",,,Madison,1,2,,,2,1,6
"",,,McLane,,2,1,,,,3
"",,,Monroe,4,100,67,,46,61,278
"",,,Pierce,,1,,,,,1
"",,,Woodson K-8,,1,,,,,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,MONROE MIDDLE MAGNET SCHOOL Total,,,8,115,80,,57,86,346
"",MULRENNAN MIDDLE SCHOOL,Choice,Blank/Bad Addr,,1,,,,,1
"",,,Barrington,,,,,2,1,3
"",,,Burnett,2,2,2,,,10,16
"",,,Burns,,2,7,,3,16,28
"",,,Dowdell,,,1,,,,1
"",,,Eisenhower,,,2,,,2,4
"",,,Giunta,,2,4,,1,7,14
"",,,Mann,1,9,33,,3,44,90
"",,,Marshall,,,,,,6,6
"",,,McLane,2,3,8,,3,11,27
"",,,Mulrennan,,1,5,,,5,11
"",,,Randall,,,1,,,2,3
"",,,Rodgers,1,1,,,,3,5
"",,,Tomlin,1,,3,,,5,9
"",,,Turkey Creek,,1,7,,5,20,33
"",,Choice Total,,7,22,73,,17,132,251
"",,Hope Sch,Burnett,,1,,,,,1
"",,,Burns,,,1,,,,1
"",,,Eisenhower,,,,,,1,1
"",,,Mann,,,2,,,,2
"",,,Shields,,,,,,2,2
"",,Hope Sch Total,,,1,3,,,3,7
"",,Neighborhood,Burns,,,,,,2,2
"",,,Mann,1,1,,,,,2
"",,,McLane,,,1,,,1,2
"",,,Mulrennan,40,131,298,1,56,371,897
"",,,Shields,,1,,,,,1
"",,,Turkey Creek,,2,,,1,2,5
"",,Neighborhood Total,,41,135,299,1,57,376,909
"",MULRENNAN MIDDLE SCHOOL Total,,,48,158,375,1,74,511,"1,167"
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,ORANGE GROVE MIDDLE MAGNET,Magnet,Barrington,,4,,,,3,7
"",,,Benito,,4,1,,,2,7
"",,,Buchanan,,3,9,,,1,13
"",,,Burnett,,7,6,,,3,16
"",,,Burns,,1,,,,1,2
"",,,Carrollwood K-8,,,,,,1,1
"",,,Coleman,,,,,,4,4
"",,,Collins,,1,,,,,1
"",,,Dowdell,,1,,,,,1
"",,,Eisenhower,,8,3,,2,1,14
"",,,Farnell,,,2,,,1,3
"",,,Giunta,,8,11,,4,2,25
"",,,Greco,,28,7,,2,5,42
"",,,Hill,,1,6,,1,4,12
"",,,Jennings,,12,7,,,1,20
"",,,Liberty,,4,1,,1,,6
"",,,Madison,,15,10,,,8,33
"",,,Mann,,8,3,,1,6,18
"",,,Marshall,,1,,,,,1
"",,,McLane,,60,23,,3,5,91
"",,,Memorial,,4,14,,2,12,32
"",,,Monroe,,10,6,,2,1,19
"",,,Mulrennan,,2,,,,,2
"",,,Pierce,,3,5,,,1,9
"",,,Rodgers,,6,,,1,1,8
"",,,Sgt. Smith,,1,,,,1,2
"",,,Shields,,5,1,,1,2,9
"",,,Sligh,2,11,4,,,1,18
"",,,Stewart,,6,1,,,1,8
"",,,Sulphur Springs K-8,,4,2,,,,6
"",,,Tomlin,,,,,,1,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,ORANGE GROVE MIDDLE MAGNET,Magnet,Turner/Bartels K-8,,1,2,,,,3
"",,,Webb,,1,4,,,,5
"",,,Wilson,,,1,,2,2,5
"",,,Woodson K-8,,6,2,,1,,9
"",,Magnet Total,,3,241,140,,25,78,487
"",,Neighborhood,Adams,,1,,,,,1
"",,,Greco,,1,,,,,1
"",,,Madison,,,1,,,,1
"",,,McLane,,1,1,,,,2
"",,,Pierce,,,,,,1,1
"",,,Rodgers,,1,,,,,1
"",,Neighborhood Total,,,4,2,,,1,7
"",ORANGE GROVE MIDDLE MAGNET Total,,,3,245,142,,25,79,494
"",PIERCE MIDDLE SCHOOL,Choice,Adams,,,5,,,,5
"",,,Madison,,,3,,,,3
"",,,McLane,,,1,,,,1
"",,,Memorial,,,20,,,4,24
"",,,Webb,,,2,,,,2
"",,,Woodson K-8,,1,1,,,,2
"",,Choice Total,,,1,32,,,4,37
"",,Hope Sch,Memorial,,,1,,,,1
"",,Hope Sch Total,,,,1,,,,1
"",,Neighborhood,Burnett,,,1,,,,1
"",,,Liberty,,,1,,,,1
"",,,McLane,,,1,,,,1
"",,,Memorial,1,4,12,,,1,18
"",,,Pierce,15,78,661,,23,42,819
"",,,Sgt. Smith,,,1,,,,1
"",,,Webb,,,3,,,,3
"",,Neighborhood Total,,16,82,680,,23,43,844
"",PIERCE MIDDLE SCHOOL Total,,,16,83,713,,23,47,882
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,PROGRESS VILLAGE MIDDLE SCHOOL,Choice,Eisenhower,,,1,,,,1
"",,,Giunta,,,1,,,,1
"",,,McLane,,1,,,,,1
"",,Choice Total,,,1,3,,,,4
"",,Magnet,Blank/Bad Addr,,,,,,2,2
"",,,Adams,,1,1,,,,2
"",,,Barrington,,9,2,,3,11,25
"",,,Benito,,2,,,,,2
"",,,Buchanan,,,2,,1,,3
"",,,Burnett,,1,3,,1,2,7
"",,,Burns,,4,1,,1,11,17
"",,,Collins,,9,7,,1,9,26
"",,,Davidsen,,,,,1,,1
"",,,Dowdell,,14,10,,1,1,26
"",,,Eisenhower,1,43,32,,12,32,120
"",,,Farnell,,1,,,,,1
"",,,Giunta,4,53,56,1,14,32,160
"",,,Greco,1,10,2,,3,,16
"",,,Jennings,,10,5,,1,1,17
"",,,Madison,,,1,,,2,3
"",,,Mann,,12,2,,,11,25
"",,,Marshall,,2,,,,,2
"",,,McLane,,41,41,,8,21,111
"",,,Memorial,,,,,1,,1
"",,,Monroe,,1,1,,,,2
"",,,Mulrennan,,1,2,,1,3,7
"",,,Pierce,,1,2,,,,3
"",,,Randall,,,,,,8,8
"",,,Rodgers,,20,15,1,6,19,61
"",,,Shields,,22,23,,3,16,64
"",,,Sligh,,1,,,,1,2
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,PROGRESS VILLAGE MIDDLE SCHOOL,Magnet,Sulphur Springs K-8,,1,,,,,1
"",,,Tomlin,,,1,,,1,2
"",,,Turkey Creek,,1,1,,,,2
"",,,Turner/Bartels K-8,,1,3,,,,4
"",,,Webb,,,,,,4,4
"",,,Woodson K-8,,2,,,,,2
"",,Magnet Total,,6,264,213,2,58,187,730
"",,Neighborhood,Dowdell,,,4,,,2,6
"",,,Giunta,,,3,,1,3,7
"",,,McLane,,1,,,1,,2
"",,Neighborhood Total,,,1,7,,2,5,15
"",PROGRESS VILLAGE MIDDLE SCHOOL Total,,,6,266,223,2,60,192,749
"",RANDALL MIDDLE SCHOOL,Choice,Barrington,9,6,12,,4,51,82
"",,,Benito,,1,,,,,1
"",,,Burnett,,,,,,2,2
"",,,Burns,1,,4,,1,4,10
"",,,Collins,,,,,,1,1
"",,,Dowdell,,,,,,1,1
"",,,Eisenhower,,,3,,,3,6
"",,,Giunta,,,,,,2,2
"",,,Jennings,,1,,,,1,2
"",,,Mann,,,1,,,2,3
"",,,Marshall,,,1,,,1,2
"",,,McLane,1,,2,,1,2,6
"",,,Mulrennan,1,,,,,4,5
"",,,Randall,,1,1,,,2,4
"",,,Rodgers,,1,6,,4,15,26
"",,,Shields,,1,,,1,2,4
"",,,Turkey Creek,,,1,,1,6,8
"",,Choice Total,,12,11,31,,12,99,165
"",,Neighborhood,Barrington,,,,,,1,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,RANDALL MIDDLE SCHOOL,Neighborhood,Sulphur Springs K-8,,1,,,,,1
"",,Neighborhood Total,,66,52,188,,93,800,"1,199"
"",RANDALL MIDDLE SCHOOL Total,,,78,63,219,,105,899,"1,364"
"",RODGERS MIDDLE MAGNET SCHOOL,Choice,Collins,,,1,,,2,3
"",,,Eisenhower,,1,,,,,1
"",,,Giunta,,,2,,,,2
"",,,Rodgers,,,1,,1,,2
"",,Choice Total,,,1,4,,1,2,8
"",,Hope Sch,Eisenhower,,1,,,,,1
"",,,Shields,,,1,,,,1
"",,Hope Sch Total,,,1,1,,,,2
"",,Magnet,Barrington,1,,,,3,3,7
"",,,Buchanan,,1,,,,,1
"",,,Burnett,,,,,,1,1
"",,,Burns,1,,,,,5,6
"",,,Collins,1,1,2,,2,8,14
"",,,Dowdell,,2,1,,1,2,6
"",,,Eisenhower,3,4,6,,4,7,24
"",,,Giunta,,2,3,,2,7,14
"",,,McLane,,,3,,,4,7
"",,,Rodgers,1,15,7,,3,27,53
"",,,Shields,1,3,5,,,3,12
"",,,Turkey Creek,,,,,,1,1
"",,Magnet Total,,8,28,27,,15,68,146
"",,Neighborhood,Barrington,,,1,,,,1
"",,,Burns,,1,,,,,1
"",,,Collins,,,1,,,2,3
"",,,Dowdell,,,1,,,,1
"",,,Eisenhower,,,1,,,1,2
"",,,Jennings,,,,,,1,1
"",,,McLane,,,1,,,,1
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,RODGERS MIDDLE MAGNET SCHOOL,Neighborhood Total,,30,228,323,2,61,272,916
"",RODGERS MIDDLE MAGNET SCHOOL Total,,,38,258,355,2,77,342,"1,072"
"",SHIELDS MIDDLE SCHOOL,Choice,Eisenhower,,3,1,,,,4
"",,,Shields,,3,,,,,3
"",,Choice Total,,,6,1,,,,7
"",,Magnet,Shields,,1,,,,,1
"",,Magnet Total,,,1,,,,,1
"",,Neighborhood,Blank/Bad Addr,,,2,,,1,3
"",,,Eisenhower,,,1,,,,1
"",,,Jennings,,1,,,,,1
"",,,Shields,28,469,984,1,52,192,"1,726"
"",,Neighborhood Total,,28,470,987,1,52,193,"1,731"
"",SHIELDS MIDDLE SCHOOL Total,,,28,477,988,1,52,193,"1,739"
"",SLIGH MIDDLE SCHOOL,Choice,Greco,,2,1,,,1,4
"",,,Jennings,,4,,,,,4
"",,,Martinez,,1,,,,,1
"",,,McLane,,3,,,,,3
"",,,Sligh,,2,,,,,2
"",,Choice Total,,,12,1,,,1,14
"",,Hope Sch,McLane,,1,,,,,1
"",,,Sulphur Springs K-8,,1,,,,,1
"",,Hope Sch Total,,,2,,,,,2
"",,Magnet,Blank/Bad Addr,,,,,,2,2
"",,,Adams,1,6,8,,,,15
"",,,Barrington,,1,,,,,1
"",,,Benito,,1,,,1,,2
"",,,Buchanan,,,2,,1,,3
"",,,Burnett,,2,,,1,,3
"",,,Burns,,,,,,1,1
"",,,Collins,,1,,,,,1
"",,,Dowdell,,1,1,,,1,3
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,SLIGH MIDDLE SCHOOL,Magnet,Farnell,,,1,,,,1
"",,,Giunta,,7,4,,1,,12
"",,,Greco,,32,7,,,3,42
"",,,Hill,,,1,,,,1
"",,,Jennings,,19,8,1,,1,29
"",,,Liberty,,4,2,,,,6
"",,,Madison,,3,10,,,,13
"",,,Mann,,2,,,,,2
"",,,Marshall,,2,,,,,2
"",,,McLane,,20,4,,,1,25
"",,,Memorial,,3,11,,,1,15
"",,,Monroe,,3,,,,,3
"",,,Pierce,1,,6,,1,3,11
"",,,Rodgers,,1,1,,,,2
"",,,Shields,,2,5,,,,7
"",,,Sligh,,43,11,,1,,55
"",,,Stewart,,7,2,,,1,10
"",,,Sulphur Springs K-8,,7,2,,1,1,11
"",,,Turner/Bartels K-8,,1,2,,,,3
"",,,Webb,,1,,,1,,2
"",,,Woodson K-8,,3,,,,,3
"",,Magnet Total,,2,174,91,1,9,15,292
"",,Neighborhood,Adams,,,2,,,,2
"",,,Jennings,,2,,,,,2
"",,,Mann,,2,,,,,2
"",,,McLane,,4,,,,,4
"",,,Monroe,,,1,,,,1
"",,,Sligh,1,173,56,,11,13,254
"",,,Sulphur Springs K-8,,1,,,,,1
"",,,Woodson K-8,,1,,,,,1
"",,Neighborhood Total,,1,183,59,,11,13,267
"SchoolLevel",Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mid,SMITH MIDDLE SCHOOL,Choice,Blank/Bad Addr,,,2,,,1,3
"",,,Adams,,1,2,,,,3
"",,,Davidsen,,,3,,,3,6
"",,,Farnell,,1,,,,,1
"",,,Greco,,,1,,,,1
"",,,Hill,,3,3,,2,1,9
"",,,Madison,,,1,,,,1
"",,,Pierce,1,1,6,,1,3,12
"",,,Sgt. Smith,,1,2,,,1,4
"",,,Webb,,1,6,,,3,10
"",,Choice Total,,1,8,26,,3,12,50
"",,Hope Sch,Hill,,,1,,,,1
"",,,Pierce,,,2,,,,2
"",,Hope Sch Total,,,,3,,,,3
"",,Neighborhood,Davidsen,,1,,,1,2,4
"",,,Hill,,1,1,,,1,3
"",,,Martinez,1,,1,,1,,3
"",,,Monroe,,1,,,,,1
"",,,Pierce,,,1,,,,1
