Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
"",,JENNINGS MIDDLE SCHOOL,Mid,,2,1,,,1,4
"",,LIBERTY MIDDLE SCHOOL,Mid,,5,4,,1,2,12
"",,LUTZ K-8 SCHOOL,K-8,,1,,,1,,2
"",,MEMORIAL MIDDLE SCHOOL,Mid,,3,1,,1,,5
"",,PIZZO K-8 SCHOOL,K-8,,23,24,,2,5,54
"",,SLIGH MIDDLE SCHOOL,Mid,,2,1,,,1,4
"",,SMITH MIDDLE SCHOOL,Mid,,,1,,,,1
"",,TURNER BARTELS K-8,K-8,,2,1,,,1,4
"",,WILLIAMS MIDDLE SCHOOL,Mid,,1,,,,1,2
"",,WOODSON K-8,K-8,,7,,,,,7
"",Choice Total,,,1,49,36,,5,15,106
"",Hope Sch,ADAMS MIDDLE SCHOOL,Mid,,,1,,,,1
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Greco,Hope Sch,HILL MIDDLE SCHOOL,Mid,,1,,,,,1
"",,JENNINGS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,LIBERTY MIDDLE SCHOOL,Mid,,1,1,,,,2
"",Hope Sch Total,,,,4,2,,,,6
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,,3,2,,,,5
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,2,29,10,,4,7,52
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,1,18,3,,2,4,28
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,1,6,3,,,,10
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,28,7,,2,5,42
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,1,10,2,,3,,16
"",,RAMPELLO K-8,K-8,,9,,,1,5,15
"",,ROLAND PARK K-8 MAGNET,K-8,,7,2,,1,2,12
"",,SLIGH MIDDLE SCHOOL,Mid,,32,7,,,3,42
"",,STEWART MIDDLE SCHOOL,Mid,1,17,8,,1,1,28
"",,WILLIAMS MIDDLE SCHOOL,Mid,7,50,24,,7,27,115
"",,YORK PK-8 MAGNET SCHOOL,K-8,,1,,,,,1
"",,YOUNG MIDDLE MAGNET,Mid,1,25,1,,5,1,33
"",Magnet Total,,,14,235,69,,26,55,399
"",Neighborhood,ADAMS MIDDLE SCHOOL,Mid,,2,,,,,2
"",,BENITO MIDDLE SCHOOL,Mid,,1,1,,,,2
"",,BURNETT MIDDLE SCHOOL,Mid,,1,,,,,1
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,2,1,,,,3
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,20,299,168,,52,85,624
"",,HILL MIDDLE SCHOOL,Mid,,,,,,1,1
"",,JENNINGS MIDDLE SCHOOL,Mid,,2,,,,,2
"",,LIBERTY MIDDLE SCHOOL,Mid,,,,,,1,1
"",,MANN MIDDLE SCHOOL,Mid,,2,1,,,,3
"",,MEMORIAL MIDDLE SCHOOL,Mid,,2,2,,,1,5
"",,MONROE MIDDLE MAGNET SCHOOL,Mid,,2,,,,,2
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,1,,,,,1
"",,PIZZO K-8 SCHOOL,K-8,,1,1,,1,1,4
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Greco,Neighborhood,SULPHUR SPRINGS K-8,K-8,,1,,,,,1
"",,WOODSON K-8,K-8,,5,,,,,5
"",,YOUNG MIDDLE MAGNET,Mid,,1,,,,,1
"",Neighborhood Total,,,20,323,174,,53,89,659
"Greco Total4872534911092331,465",,,,,,,,,,
Hill,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,,1,,,,,1
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,,13,,,,13
"",,HILLSBOROUGH ACAD MATH SCIENCE,K-8,,,5,,,1,6
"",,HORIZON CHARTER SCH OF TAMPA,K-8,,,,,1,,1
"",,LEARNING GATE COMMUNITY,K-8,,,4,,,7,11
"",,LUTZ PREPARATORY SCHOOL,K-8,1,,1,,2,4,8
"",,PLATO ACADEMY TAMPA CHARTER SCH,K-8,4,,6,,2,6,18
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,,,12,,,20,32
"",,TRINITY SCHOOL FOR CHILDREN,K-8,1,,7,,4,13,25
"",Charter Total,,,6,1,48,,9,51,115
"",Choice,BENITO MIDDLE SCHOOL,Mid,,,1,,,,1
"",,BUCHANAN MIDDLE SCHOOL,Mid,,,,,1,1,2
"",,DAVIDSEN MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,FARNELL MIDDLE SCHOOL,Mid,,,2,,2,,4
"",,HILL MIDDLE SCHOOL,Mid,,,9,,,3,12
"",,LUTZ K-8 SCHOOL,K-8,,,,,,1,1
"",,MANISCALCO K-8 SCHOOL,K-8,,,2,,,,2
"",,MARTINEZ MIDDLE SCHOOL,Mid,,,2,,,6,8
"",,SMITH MIDDLE SCHOOL,Mid,,3,3,,2,1,9
"",,WALKER MIDDLE MAGNET,Mid,1,,4,,,1,6
"",Choice Total,,,1,3,24,,5,14,47
"",District Assigned,MANISCALCO K-8 SCHOOL,K-8,,,1,,,,1
"",District Assigned Total,,,,,1,,,,1
"",Hope Sch,SMITH MIDDLE SCHOOL,Mid,,,1,,,,1
"",Hope Sch Total,,,,,1,,,,1
"",Magnet,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,,1,,1,2,4
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Hill,Magnet,ORANGE GROVE MIDDLE MAGNET,Mid,,1,6,,1,4,12
"",,RAMPELLO K-8,K-8,,1,1,,,,2
"",,ROLAND PARK K-8 MAGNET,K-8,2,,4,,,4,10
"",,SLIGH MIDDLE SCHOOL,Mid,,,1,,,,1
"",,STEWART MIDDLE SCHOOL,Mid,,1,3,,,2,6
"",,WALKER MIDDLE MAGNET,Mid,15,9,86,1,15,104,230
"",,WILLIAMS MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,YOUNG MIDDLE MAGNET,Mid,,,1,,,,1
"",Magnet Total,,,17,13,104,1,17,117,269
"",Neighborhood,BUCHANAN MIDDLE SCHOOL,Mid,,,,,,1,1
"",,DAVIDSEN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,HILL MIDDLE SCHOOL,Mid,27,42,319,2,31,172,593
"",,MARTINEZ MIDDLE SCHOOL,Mid,,,1,,,,1
"",,PIZZO K-8 SCHOOL,K-8,,,1,,,,1
"",,ROLAND PARK K-8 MAGNET,K-8,,,1,,,,1
"",,SMITH MIDDLE SCHOOL,Mid,,1,1,,,1,3
"",,WALKER MIDDLE MAGNET,Mid,,1,2,,1,,4
"",Neighborhood Total,,,27,44,326,2,32,174,605
"Hill Total51615043633561,038",,,,,,,,,,
Jennings,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,5,1,,3,,9
"",,BRIDGEPREP ACADEMY OF TAMPA,K-8,,2,4,,,2,8
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,1,,,,,1
"",,EXCELSIOR PREP CHARTER MIDDLE,Mid,,1,,,,,1
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,,1,,,,1
"",,HORIZON CHARTER SCH OF TAMPA,K-8,,,1,,,,1
"",,INDEPENDENCE ACADEMY,K-8,,,7,,3,13,23
"",,KIDS COMMU COLLEGE SOUTHEAST,K-8,,,1,,1,,2
"",,LEARNING GATE COMMUNITY,K-8,,,,,,1,1
"",,LEGACY PREPARATORY ACADEMY,K-8,,1,1,,,,2
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,2,1,,1,2,6
"",,LUTZ PREPARATORY SCHOOL,K-8,,1,,,,,1
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Jennings,Charter,NEW SPRINGS SCHOOL,K-8,,7,1,,,1,9
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,,1,,1,,2
"",,SOUTHSHORE CHARTER ACADEMY,K-8,,1,,,,,1
"",,TERRACE COMMUNITY SCHOOL,Mid,9,3,2,1,,8,23
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,1,1,,1,1,4
"",,WATERSET CHARTER SCHOOL,K-8,,,1,,,,1
"",,WINTHROP CHARTER SCHOOL,K-8,1,1,,,,1,3
"",,WOODMONT CHARTER SCHOOL,K-8,,28,7,,,1,36
"",Charter Total,,,10,56,32,1,10,30,139
"",Choice,BENITO MIDDLE SCHOOL,Mid,,1,,,1,3,5
"",,BUCHANAN MIDDLE SCHOOL,Mid,,2,,,,,2
"",,BURNETT MIDDLE SCHOOL,Mid,1,8,8,,4,14,35
"",,HILL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,JENNINGS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,LIBERTY MIDDLE SCHOOL,Mid,,1,1,,,4,6
"",,MANN MIDDLE SCHOOL,Mid,,3,1,,,1,5
"",,MEMORIAL MIDDLE SCHOOL,Mid,,3,3,,,,6
"",,PIZZO K-8 SCHOOL,K-8,,,3,,,,3
"",,RANDALL MIDDLE SCHOOL,Mid,,1,,,,1,2
"",,SLIGH MIDDLE SCHOOL,Mid,,4,,,,,4
"",,TOMLIN MIDDLE SCHOOL,Mid,,,,,,1,1
"",,TURKEY CREEK MIDDLE SCHOOL,Mid,,,,,,3,3
"",Choice Total,,,1,24,17,,5,27,74
"",Hope Sch,BURNETT MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,MANN MIDDLE SCHOOL,Mid,,,,,,1,1
"",Hope Sch Total,,,,,1,,,2,3
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,1,5,2,,,2,10
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,14,11,,,2,27
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,13,4,,,1,18
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,1,,,,1,2
"",,MARSHALL MIDDLE MAGNET SCHOOL,Mid,,2,,,,,2
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Jennings,Magnet,ORANGE GROVE MIDDLE MAGNET,Mid,,12,7,,,1,20
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,10,5,,1,1,17
"",,RAMPELLO K-8,K-8,,7,3,,,,10
"",,ROLAND PARK K-8 MAGNET,K-8,,3,1,,1,1,6
"",,SLIGH MIDDLE SCHOOL,Mid,,19,8,1,,1,29
"",,STEWART MIDDLE SCHOOL,Mid,,14,7,1,2,3,27
"",,WALKER MIDDLE MAGNET,Mid,,1,,,,,1
"",,WILLIAMS MIDDLE SCHOOL,Mid,6,48,14,,1,7,76
"",,YOUNG MIDDLE MAGNET,Mid,,19,3,,1,,23
"",Magnet Total,,,7,168,65,2,7,20,269
"",Neighborhood,ADAMS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,BUCHANAN MIDDLE SCHOOL,Mid,,,,,,1,1
"",,BURNETT MIDDLE SCHOOL,Mid,,2,1,,1,5,9
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,,1,,,,1
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,3,1,,,,4
"",,HILL MIDDLE SCHOOL,Mid,,1,,,,,1
"",,JENNINGS MIDDLE SCHOOL,Mid,8,283,281,,21,147,740
"",,MANN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,RODGERS MIDDLE MAGNET SCHOOL,Mid,,,,,,1,1
"",,SHIELDS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,SLIGH MIDDLE SCHOOL,Mid,,2,,,,,2
"",,WOODSON K-8,K-8,,1,,,,,1
"",Neighborhood Total,,,8,294,285,,22,154,763
"Jennings Total265424003442331,248",,,,,,,,,,
Liberty,Charter,BRIDGEPREP ACADEMY OF TAMPA,K-8,,,1,,,,1
"",,EXCELSIOR PREP CHARTER MIDDLE,Mid,,1,3,,,,4
"",,INDEPENDENCE ACADEMY,K-8,,,1,,,,1
"",,LEARNING GATE COMMUNITY,K-8,,,10,,5,32,47
"",,LEGACY PREPARATORY ACADEMY,K-8,,1,2,,1,,4
"",,LITERACY LEADERSHIP TECH ACAD,K-8,1,,,,,,1
"",,LUTZ PREPARATORY SCHOOL,K-8,7,1,6,2,4,37,57
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Liberty,Charter,RIVERVIEW ACADEMY OF MATH SCI,K-8,,1,,,,,1
"",,SUNLAKE ACAD OF MATH & SCIENCE,K-8,3,2,8,1,2,16,32
"",,TERRACE COMMUNITY SCHOOL,Mid,72,6,21,,5,39,143
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,1,,1,6,8
"",,WOODMONT CHARTER SCHOOL,K-8,,4,1,,,,5
"",Charter Total,,,84,19,55,3,18,130,309
"",Choice,BENITO MIDDLE SCHOOL,Mid,1,9,,,2,1,13
"",,BUCHANAN MIDDLE SCHOOL,Mid,,1,,,,,1
"",,HILL MIDDLE SCHOOL,Mid,,,,,,2,2
"",,LIBERTY MIDDLE SCHOOL,Mid,1,5,,,2,1,9
"",,LUTZ K-8 SCHOOL,K-8,4,5,29,,6,55,99
"",,MANISCALCO K-8 SCHOOL,K-8,1,4,31,1,7,47,91
"",,MARTINEZ MIDDLE SCHOOL,Mid,,,2,,,2,4
"",,PIZZO K-8 SCHOOL,K-8,,2,3,,,,5
"",,TOMLIN MIDDLE SCHOOL,Mid,,,,,,1,1
"",,TURNER BARTELS K-8,K-8,1,4,4,,,,9
"",,WALKER MIDDLE MAGNET,Mid,,,,,1,,1
"",Choice Total,,,8,30,69,1,18,109,235
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,,2,,,,,2
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,,2,,,1,3
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,2,,,,,2
"",,LIBERTY MIDDLE SCHOOL,Mid,1,,,,,,1
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,4,1,,1,,6
"",,RAMPELLO K-8,K-8,,1,,,,,1
"",,ROLAND PARK K-8 MAGNET,K-8,1,,,,,,1
"",,SLIGH MIDDLE SCHOOL,Mid,,4,2,,,,6
"",,STEWART MIDDLE SCHOOL,Mid,,1,3,,1,,5
"",,WALKER MIDDLE MAGNET,Mid,1,,2,,,7,10
"",,WILLIAMS MIDDLE SCHOOL,Mid,48,4,3,,3,8,66
"",Magnet Total,,,51,18,13,,5,16,103
"",Neighborhood,BENITO MIDDLE SCHOOL,Mid,,5,1,,1,,7
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Liberty,Neighborhood,BURNETT MIDDLE SCHOOL,Mid,,1,,,,,1
"",,DAVIDSEN MIDDLE SCHOOL,Mid,,1,,,,1,2
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,1,,,,,1
"",,GIUNTA MIDDLE SCHOOL,Mid,,1,,,,,1
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,3,,,,,3
"",,LIBERTY MIDDLE SCHOOL,Mid,102,200,301,2,60,171,836
"",,MANISCALCO K-8 SCHOOL,K-8,,,1,,,,1
"",,MANN MIDDLE SCHOOL,Mid,,1,,,,,1
"",,MEMORIAL MIDDLE SCHOOL,Mid,,2,2,,,,4
"",,PIERCE MIDDLE SCHOOL,Mid,,,1,,,,1
"",,PIZZO K-8 SCHOOL,K-8,,1,,,,,1
"",,STEWART MIDDLE SCHOOL,Mid,,1,,,,,1
"",,TURNER BARTELS K-8,K-8,,,1,,,,1
"",,WILLIAMS MIDDLE SCHOOL,Mid,2,1,,,,,3
"",,WOODSON K-8,K-8,,1,,,,,1
"",,YOUNG MIDDLE MAGNET,Mid,,1,,,,,1
"",Neighborhood Total,,,104,221,308,2,61,172,868
"Liberty Total24728844561024271,515",,,,,,,,,,
Madison,Charter,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,,1,,,,1
"",,BRIDGEPREP ACADEMY OF TAMPA,K-8,,2,19,,2,8,31
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,1,5,1,,3,10
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,,5,,,1,6
"",,HORIZON CHARTER SCH OF TAMPA,K-8,,,2,,,,2
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,,,,,1,1
"",,LUTZ PREPARATORY SCHOOL,K-8,,,1,,,,1
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,,,1,,,,1
"",,NEW SPRINGS SCHOOL,K-8,,,1,,,,1
"",,PLATO ACADEMY TAMPA CHARTER SCH,K-8,,,,,,1,1
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,1,,,,,1
"",,TERRACE COMMUNITY SCHOOL,Mid,,2,1,,,1,4
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,1,15,,3,15,34
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Madison,Charter,WOODMONT CHARTER SCHOOL,K-8,,4,1,,,1,6
"",Charter Total,,,,11,52,1,5,32,101
"",Choice,DAVIDSEN MIDDLE SCHOOL,Mid,,,2,,,,2
"",,FARNELL MIDDLE SCHOOL,Mid,,,,,1,,1
"",,HILL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,MADISON MIDDLE SCHOOL,Mid,6,3,15,,2,60,86
"",,MARTINEZ MIDDLE SCHOOL,Mid,,,,,2,1,3
"",,MEMORIAL MIDDLE SCHOOL,Mid,,4,,,,,4
"",,PIERCE MIDDLE SCHOOL,Mid,,,3,,,,3
"",,SMITH MIDDLE SCHOOL,Mid,,,1,,,,1
"",Choice Total,,,6,7,22,,5,61,101
"",Hope Sch,DOWDELL MIDDLE SCHOOL,Mid,,1,,,,,1
"",,MADISON MIDDLE SCHOOL,Mid,,,,,,1,1
"",,MEMORIAL MIDDLE SCHOOL,Mid,,,1,,,,1
"",Hope Sch Total,,,,1,1,,,1,3
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,1,2,7,,2,5,17
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,1,6,1,,3,7,18
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,,,,1,,1
"",,MADISON MIDDLE SCHOOL,Mid,,1,,,,1,2
"",,MARSHALL MIDDLE MAGNET SCHOOL,Mid,,,1,,,,1
"",,MONROE MIDDLE MAGNET SCHOOL,Mid,1,1,1,,1,7,11
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,15,10,,,8,33
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,,1,,,2,3
"",,RAMPELLO K-8,K-8,,12,12,,3,19,46
"",,ROLAND PARK K-8 MAGNET,K-8,4,9,27,,8,16,64
"",,SLIGH MIDDLE SCHOOL,Mid,,3,10,,,,13
"",,STEWART MIDDLE SCHOOL,Mid,2,16,51,,4,11,84
"",,WALKER MIDDLE MAGNET,Mid,,1,,,,,1
"",,WILLIAMS MIDDLE SCHOOL,Mid,,6,6,,2,7,21
"",,YOUNG MIDDLE MAGNET,Mid,,10,4,,3,1,18
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Madison,Neighborhood,CARROLLWOOD K-8 SCHOOL,K-8,,1,,,,,1
"",,COLEMAN MIDDLE SCHOOL,Mid,,1,8,,,1,10
"",,DAVIDSEN MIDDLE SCHOOL,Mid,,1,,,,,1
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,1,,,1,1,3
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,1,,,,,1
"",,HILL MIDDLE SCHOOL,Mid,,,1,,,,1
"",,LIBERTY MIDDLE SCHOOL,Mid,,1,,,,,1
"",,MADISON MIDDLE SCHOOL,Mid,7,108,203,1,31,96,446
"",,MONROE MIDDLE MAGNET SCHOOL,Mid,1,2,,,2,1,6
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,,1,,,,1
"",,STEWART MIDDLE SCHOOL,Mid,,,3,,,1,4
"",,SULPHUR SPRINGS K-8,K-8,,2,1,,,,3
"",,TOMLIN MIDDLE SCHOOL,Mid,,1,,,,,1
"",,WILSON MIDDLE SCHOOL,Mid,,1,,,,3,4
"",,WOODSON K-8,K-8,,1,,,,,1
"",,YOUNG MIDDLE MAGNET,Mid,,3,1,,1,1,6
"",Neighborhood Total,,,8,124,218,1,35,104,490
"Madison Total232254252722821,029",,,,,,,,,,
Mann,Charter,ADVANTAGE ACADEMY OF HILLSBOROUGH,K-8,,,1,,,,1
"",,BRIDGEPREP ACADEMY OF RIVERVIEW,K-8,,3,7,,,1,11
"",,BRIDGEPREP ACADEMY OF TAMPA,K-8,,,4,,,1,5
"",,CHANNELSIDE ACAD MATH AND SCI,K-8,,1,2,,,2,5
"",,CREEKSIDE CHARTER ACADEMY,K-8,,,1,,,,1
"",,HENDERSON HAMMOCK CHARTER SCH,K-8,,,2,,,,2
"",,INDEPENDENCE ACADEMY,K-8,5,2,10,,1,14,32
"",,KIDS COMMU COLLEGE SOUTHEAST,K-8,,2,,,,,2
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,1,1,,1,3,6
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,6,4,10,,1,14,35
"",,RIVERVIEW ACADEMY OF MATH SCI,K-8,,,1,,,,1
"",,SOUTHSHORE CHARTER ACADEMY,K-8,,,1,,,,1
"",,TERRACE COMMUNITY SCHOOL,Mid,,,1,,1,,2
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mann,Charter,WINTHROP CHARTER SCHOOL,K-8,,3,6,,,3,12
"",,WOODMONT CHARTER SCHOOL,K-8,,3,,,,,3
"",Charter Total,,,11,19,48,,4,38,120
"",Choice,BARRINGTON MIDDLE SCHOOL,Mid,,,,,,1,1
"",,BURNETT MIDDLE SCHOOL,Mid,,1,1,,,2,4
"",,BURNS MIDDLE SCHOOL,Mid,2,5,11,,3,8,29
"",,DAVIDSEN MIDDLE SCHOOL,Mid,,,1,,,,1
"",,EISENHOWER MIDDLE SCHOOL,Mid,,,,,1,,1
"",,LIBERTY MIDDLE SCHOOL,Mid,,,,,,1,1
"",,MANN MIDDLE SCHOOL,Mid,,,,,1,,1
"",,MEMORIAL MIDDLE SCHOOL,Mid,,1,,,,,1
"",,MULRENNAN MIDDLE SCHOOL,Mid,1,9,33,,3,44,90
"",,RANDALL MIDDLE SCHOOL,Mid,,,1,,,2,3
"",,TOMLIN MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,TURKEY CREEK MIDDLE SCHOOL,Mid,,,,,,1,1
"",Choice Total,,,3,16,48,,8,60,135
"",Hope Sch,BURNS MIDDLE SCHOOL,Mid,,2,,,,,2
"",,MULRENNAN MIDDLE SCHOOL,Mid,,,2,,,,2
"",Hope Sch Total,,,,2,2,,,,4
"",Magnet,DOWDELL MIDDLE SCHOOL,Mid,,5,3,,1,1,10
"",,FERRELL (GIRLS) MIDDLE MAGNET,Mid,1,8,7,,,3,19
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,6,3,,,6,15
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,1,,,,,1
"",,MANN MIDDLE SCHOOL,Mid,,1,,,,,1
"",,MARSHALL MIDDLE MAGNET SCHOOL,Mid,1,,,,,,1
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,8,3,,1,6,18
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,12,2,,,11,25
"",,RAMPELLO K-8,K-8,,5,1,,2,3,11
"",,ROLAND PARK K-8 MAGNET,K-8,,,2,,,,2
"",,SLIGH MIDDLE SCHOOL,Mid,,2,,,,,2
"",,STEWART MIDDLE SCHOOL,Mid,,6,6,,3,2,17
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Mann,Magnet,YOUNG MIDDLE MAGNET,Mid,,11,1,,2,,14
"",Magnet Total,,,25,72,32,,11,34,174
"",Neighborhood,BURNETT MIDDLE SCHOOL,Mid,,3,,,1,,4
"",,BURNS MIDDLE SCHOOL,Mid,,,1,,,,1
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,1,,,,,1
"",,GRECO MIDDLE MAGNET SCHOOL,Mid,,1,,,,,1
"",,JENNINGS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,MANN MIDDLE SCHOOL,Mid,12,148,251,,46,166,623
"",,MARSHALL MIDDLE MAGNET SCHOOL,Mid,,,,,,1,1
"",,MCLANE MIDDLE SCHOOL,Mid,,,1,,,,1
"",,MULRENNAN MIDDLE SCHOOL,Mid,1,1,,,,,2
"",,SLIGH MIDDLE SCHOOL,Mid,,2,,,,,2
"",,STEWART MIDDLE SCHOOL,Mid,,,1,,,,1
"",,WILLIAMS MIDDLE SCHOOL,Mid,,1,,,,,1
"",,WOODSON K-8,K-8,,2,,,,,2
"",Neighborhood Total,,,13,160,254,,47,167,641
"Mann Total52269384702991,074",,,,,,,,,,
Marshall,Charter,ADVANTAGE ACADEMY OF HILLSBOROUGH,K-8,,7,48,,,9,64
"",,INDEPENDENCE ACADEMY,K-8,,1,9,,2,37,49
"",,LITERACY LEADERSHIP TECH ACAD,K-8,,,,1,,,1
"",,NAVIGATOR ACADEMY OF LEADERSHI,K-8,,1,,,,,1
"",,TERRACE COMMUNITY SCHOOL,Mid,,,1,,,1,2
"",,TRINITY SCHOOL FOR CHILDREN,K-8,,,1,,,,1
"",Charter Total,,,,9,59,1,2,47,118
"",Choice,BURNETT MIDDLE SCHOOL,Mid,,,,,,1,1
"",,MARSHALL MIDDLE MAGNET SCHOOL,Mid,,,,,,2,2
"",,MULRENNAN MIDDLE SCHOOL,Mid,,,,,,6,6
"",,RANDALL MIDDLE SCHOOL,Mid,,,1,,,1,2
"",,TOMLIN MIDDLE SCHOOL,Mid,1,5,11,,1,39,57
"",,TURKEY CREEK MIDDLE SCHOOL,Mid,,,,,,3,3
"",Choice Total,,,1,5,12,,1,52,71
Zoned School,Current Placement,Current School,"SchoolLevel",Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
Marshall,Hope Sch,BURNS MIDDLE SCHOOL,Mid,,,1,,,,1
"",,TURKEY CREEK MIDDLE SCHOOL,Mid,,,,,1,,1
"",Hope Sch Total,,,,1,1,,1,,3
"",Magnet,FERRELL (GIRLS) MIDDLE MAGNET,Mid,,,,,1,1,2
"",,FRANKLIN (BOYS) MIDDLE MAGNET,Mid,,2,,,,,2
"",,MARSHALL MIDDLE MAGNET SCHOOL,Mid,2,16,14,,7,25,64
"",,ORANGE GROVE MIDDLE MAGNET,Mid,,1,,,,,1
"",,PROGRESS VILLAGE MIDDLE SCHOOL,Mid,,2,,,,,2
"",,RAMPELLO K-8,K-8,,1,,,1,,2
"",,ROLAND PARK K-8 MAGNET,K-8,,,,,1,,1
"",,SLIGH MIDDLE SCHOOL,Mid,,2,,,,,2
"",,STEWART MIDDLE SCHOOL,Mid,,,3,,,,3
"",,WILLIAMS MIDDLE SCHOOL,Mid,,2,,,1,,3
"",Magnet Total,,,2,26,17,,11,26,82
"",Neighborhood,MANN MIDDLE SCHOOL,Mid,,,2,,,,2
"",,MARSHALL MIDDLE MAGNET SCHOOL,Mid,6,106,507,1,31,230,881
"",,MEMORIAL MIDDLE SCHOOL,Mid,,,1,,,,1
