School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
"",,,Plant City,1,14,7,,,1,23
"",,,Riverview,,25,7,,1,8,41
"",,,Robinson,,2,5,,1,1,9
"",,,Sickles,1,1,1,,,1,4
"",,,Spoto,5,106,52,,8,15,186
"",,,Steinbrenner,1,1,2,,1,1,6
"",,,Strawberry Crest,,7,5,,3,5,20
"",,,Sumner,,54,18,1,6,10,89
"",,,Wharton,6,98,58,,16,25,203
"",,Magnet Total,,72,"1,118",585,1,127,221,"2,124"
"TAMPA BAY TECH HIGH SCHOOL Total721,11858611272212,125",,,,,,,,,,
"",WEST UNIVERSITY CHARTER HIGH,Charter,Blank/Bad Addr,1,2,3,,,1,7
"",,,Alonso,,,3,,,1,4
"",,,Armwood,,3,,,,3,6
"",,,Blake,,6,3,,,1,10
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,WEST UNIVERSITY CHARTER HIGH,Charter,Brandon,,2,,,,,2
"",,,Chamberlain,,22,17,,2,3,44
"",,,Durant,,,1,,,,1
"",,,Freedom,,43,65,1,3,6,118
"",,,Gaither,1,1,22,,4,6,34
"",,,Hillsborough,,2,1,,,1,4
"",,,King,3,48,15,,2,18,86
"",,,Leto,,1,2,,1,,4
"",,,Middleton,,6,2,,1,,9
"",,,Plant,,1,,,,,1
"",,,Riverview,,1,,,,,1
"",,,Robinson,,,1,,,,1
"",,,Sickles,,2,6,,,2,10
"",,,Spoto,,2,,,,,2
"",,,Steinbrenner,,,,,1,,1
"",,,Strawberry Crest,,,2,,,,2
"",,,Sumner,,,1,,,,1
"",,,Wharton,2,31,47,,7,7,94
"",,Charter Total,,7,175,192,1,21,49,445
WEST UNIVERSITY CHARTER HIGH Total717519212149445,,,,,,,,,,
"",WHARTON HIGH SCHOOL,Choice,Blank/Bad Addr,,9,8,,2,10,29
"",,,Armwood,,,,,1,,1
"",,,Bloomingdale,,1,,,,,1
"",,,Chamberlain,,1,,,,,1
"",,,Durant,,1,,,,,1
"",,,Freedom,,13,3,,,11,27
"",,,King,,3,2,,,3,8
"",,,Spoto,,2,,,,,2
"",,,Sumner,,,,,,1,1
"",,,Wharton,,4,7,,1,2,14
"",,Choice Total,,,34,20,,4,27,85
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,WHARTON HIGH SCHOOL,Hope Sch Total,,,1,,,,,1
"",,Magnet,Wharton,3,1,4,,,3,11
"",,Magnet Total,,3,1,4,,,3,11
"",,Neighborhood,Blank/Bad Addr,1,1,,,,2,4
"",,,Armwood,,1,,,,,1
"",,,Blake,,1,,,,,1
"",,,Brandon,,2,1,,,,3
"",,,Freedom,1,4,1,,,1,7
"",,,King,,2,,,,1,3
"",,,Middleton,,2,,,1,,3
"",,,Spoto,1,,,,,,1
"",,,Wharton,128,639,630,1,139,547,"2,084"
"",,Neighborhood Total,,131,652,632,1,140,551,"2,107"
"WHARTON HIGH SCHOOL Total13468865611445812,204",,,,,,,,,,
"",WINTHROP COLLEGE PREP ACADEMY,Charter,Armwood,,,2,,,,2
"",,,Blake,,1,2,,,1,4
"",,,Bloomingdale,1,2,5,,1,10,19
"",,,Brandon,1,13,17,,4,5,40
"",,,Durant,1,,3,,1,1,6
"",,,East Bay,7,58,99,2,29,69,264
"",,,Freedom,,,2,,,1,3
"",,,Hillsborough,,,1,,1,,2
"",,,King,,3,,,,2,5
"",,,Lennard,4,29,36,1,5,36,111
"",,,Leto,,,,,,1,1
"",,,Middleton,,3,,,,,3
"",,,Newsome,,,1,,,4,5
"",,,Plant City,,,1,,,,1
"",,,Riverview,7,20,43,,7,20,97
"",,,Sickles,,,1,,,,1
"",,,Spoto,8,42,82,,20,46,198
School Level,Current School,Current Placement,Zoned School,Asian,Black,Hispanic,Indian,Multi,White,"GrandTotal"
High,WINTHROP COLLEGE PREP ACADEMY,Charter,Sumner,5,61,73,1,13,26,179
"",,,Wharton,,,,,1,,1
"",,Charter Total,,34,232,368,4,82,223,943
