district_number,district_name,school_number,virtual_provider_number,english_language_arts_achievement,mathematics_achievement,science_achievement,total_points_earned,total_components,percent_of_total_possible_points,percent_tested,informational_baseline_grade_2023,grade_2022,grade_2021,grade_2019,grade_2018,grade_2017,grade_2016,informational_baseline_grade_2015,grade_2014,grade_2013,grade_2012,grade_2011,grade_2010,grade_2009,grade_2008,grade_2007,grade_2006,grade_2005,grade_2004,grade_2003,grade_2002,grade_2001,grade_2000,grade_1999,was_the_collocated_rule_used,collocated_number,charter_school,title_i,alternative_ese_center_school,school_type,percent_of_minority_students,percent_of_economically_disadvantaged_students,type,social_studies_achievement,middle_school_acceleration,graduation_rate_2021_22,college_and_career_acceleration_2021_22,school_name,number_of_students,ela_level1_num,ela_level2_num,ela_level3_num,ela_level4_num,ela_level5_num,ela_level1,ela_level2,ela_level3,ela_level4,ela_level5,number_of_students_math,math_level1_num,math_level2_num,math_level3_num,math_level4_num,math_level5_num,math_level1,math_level2,math_level3,math_level4,math_level5
13,MIAMI-DADE,6121,NA,54,65,45,304,5,61,99,B,B,NA,B,B,C,C,C,C,B,A,A,A,A,A,B,A,C,C,B,B,C,C,C,N,NA,NO,YES,N,02,99.3,96.39999999999998,Middle,67,73,NA,NA,RUBEN DARIO MIDDLE SCHOOL,591,266,102,113,79,32,0.4500846023688663,0.17258883248730963,0.19120135363790186,0.13367174280879865,0.05414551607445008,517,126,112,164,89,29,0.2437137330754352,0.21663442940038685,0.31721470019342357,0.172147001934236,0.05609284332688588
13,MIAMI-DADE,6128,NA,80,84,94,455,5,91,100,A,A,A,A,A,A,A,A,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,NO,N,02,94.7,18,Middle,99,98,NA,NA,SOMERSET ACADEMY BAY MIDDLE SCHOOL,243,9,43,66,67,58,0.037037037037037035,0.17695473251028807,0.2716049382716049,0.2757201646090535,0.23868312757201646,162,5,13,41,69,33,0.030864197530864196,0.08024691358024691,0.25308641975308643,0.42592592592592593,0.2037037037037037
13,MIAMI-DADE,6161,NA,49,53,49,299,5,60,100,B,B,NA,B,B,B,B,B,C,C,C,C,C,B,A,B,A,B,B,B,B,N,NA,NA,N,NA,NO,YES,N,02,98.2,92,Middle,69,79,NA,NA,LAWTON CHILES MIDDLE SCHOOL,586,222,125,110,91,39,0.378839590443686,0.21331058020477817,0.18771331058020477,0.1552901023890785,0.06655290102389079,515,163,115,112,82,42,0.31650485436893205,0.22330097087378642,0.2174757281553398,0.15922330097087378,0.08155339805825243
13,MIAMI-DADE,6171,NA,45,42,49,275,5,55,99,C,C,NA,C,B,C,C,C,C,C,B,A,A,A,A,B,A,C,C,B,B,C,C,C,N,NA,NO,YES,N,02,98.3,100,Middle,70,69,NA,NA,HENRY H. FILER MIDDLE SCHOOL,693,383,123,91,60,37,0.5526695526695526,0.1774891774891775,0.13131313131313133,0.08658008658008658,0.05339105339105339,628,267,150,124,51,35,0.4251592356687898,0.23885350318471338,0.19745222929936307,0.08121019108280254,0.05573248407643312
13,MIAMI-DADE,6211,NA,63,66,49,338,5,68,100,A,B,NA,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,B,A,A,A,C,B,N,NA,NO,NO,N,02,94,86,Middle,88,72,NA,NA,GLADES MIDDLE SCHOOL,674,189,123,150,124,94,0.28041543026706234,0.1824925816023739,0.22255192878338279,0.18397626112759644,0.1394658753709199,552,132,98,138,104,77,0.2391304347826087,0.17753623188405798,0.25,0.18840579710144928,0.13949275362318841
13,MIAMI-DADE,6221,NA,59,54,52,337,5,67,100,B,B,NA,B,B,C,C,B,B,C,B,A,A,A,A,A,A,A,B,A,A,C,A,A,N,NA,NO,YES,N,02,96.1,87.6,Middle,90,82,NA,NA,HAMMOCKS MIDDLE SCHOOL,585,191,123,118,107,48,0.3264957264957265,0.21025641025641026,0.20170940170940171,0.1829059829059829,0.08205128205128205,487,166,107,120,67,28,0.3408624229979466,0.21971252566735114,0.2464065708418891,0.1375770020533881,0.057494866529774126
13,MIAMI-DADE,6231,NA,50,49,54,313,5,63,100,B,B,NA,B,B,C,C,C,C,C,D,C,C,C,C,C,A,C,C,B,C,C,D,D,N,NA,NO,YES,N,02,98.7,100,Middle,78,82,NA,NA,HIALEAH MIDDLE SCHOOL,919,444,153,153,113,59,0.48313384113166485,0.16648531011969533,0.16648531011969533,0.12295973884657237,0.06420021762785637,818,296,224,189,84,27,0.36185819070904646,0.27383863080684595,0.2310513447432763,0.10268948655256724,0.03300733496332518
13,MIAMI-DADE,6241,NA,52,45,45,270,5,54,100,C,B,NA,B,B,B,B,B,A,B,B,A,A,A,A,A,A,A,B,A,A,C,C,C,N,NA,NO,NO,N,02,86.2,77.8,Middle,65,63,NA,NA,HIGHLAND OAKS MIDDLE SCHOOL,820,268,178,185,118,69,0.32682926829268294,0.21707317073170732,0.22560975609756098,0.14390243902439023,0.08414634146341464,706,256,172,163,81,34,0.3626062322946176,0.24362606232294617,0.23087818696883852,0.11473087818696884,0.04815864022662889
13,MIAMI-DADE,6251,NA,32,31,36,254,5,51,98,C,C,NA,C,C,D,D,D,C,D,D,C,C,B,B,D,B,C,C,C,C,D,D,D,N,NA,NO,YES,N,02,98.3,100,Middle,61,94,NA,NA,HOMESTEAD MIDDLE SCHOOL,642,353,142,94,41,13,0.5498442367601246,0.22118380062305296,0.14641744548286603,0.06386292834890965,0.020249221183800622,598,289,174,99,32,8,0.48327759197324416,0.2909698996655518,0.16555183946488294,0.05351170568561873,0.013377926421404682
13,MIAMI-DADE,6301,NA,56,61,66,342,5,68,99,A,B,NA,B,B,C,B,B,C,C,B,A,B,A,A,B,A,B,C,C,C,C,D,D,N,NA,NO,YES,N,02,97.1,100,Middle,78,81,NA,NA,JOHN F. KENNEDY MIDDLE SCHOOL,1041,339,187,218,173,124,0.3256484149855908,0.17963496637848222,0.20941402497598463,0.16618635926993275,0.11911623439000961,864,242,172,229,158,59,0.2800925925925926,0.19907407407407407,0.2650462962962963,0.18287037037037038,0.06828703703703703
13,MIAMI-DADE,6331,NA,38,43,39,241,5,48,99,C,C,NA,C,C,C,C,D,C,C,C,B,B,B,C,C,B,C,C,B,C,C,C,C,N,NA,NO,YES,N,02,99.4,97.3,Middle,59,62,NA,NA,KINLOCH PARK MIDDLE SCHOOL,737,460,105,92,60,20,0.6241519674355496,0.14246947082767977,0.1248303934871099,0.0814111261872456,0.027137042062415198,678,291,144,174,61,9,0.42920353982300885,0.21238938053097345,0.25663716814159293,0.08997050147492626,0.01327433628318584
13,MIAMI-DADE,6351,NA,33,54,31,256,5,51,99,C,C,NA,C,C,C,C,C,B,C,B,B,D,B,B,C,B,C,C,C,C,D,D,D,N,NA,NO,YES,N,02,97.9,100,Middle,58,80,NA,NA,LAKE STEVENS MIDDLE SCHOOL,422,226,83,62,38,11,0.5355450236966824,0.1966824644549763,0.14691943127962084,0.09004739336492891,0.026066350710900472,361,120,88,88,56,10,0.33240997229916897,0.24376731301939059,0.24376731301939059,0.15512465373961218,0.027700831024930747
13,MIAMI-DADE,6361,NA,26,26,34,216,5,43,99,C,C,NA,C,C,C,D,F,D,D,C,C,F,C,D,D,C,D,D,D,D,D,N,NA,N,NA,NO,YES,N,02,98.7,100,Middle,44,86,NA,NA,JOSE DE DIEGO MIDDLE SCHOOL,847,535,156,84,57,12,0.6316410861865407,0.18417945690672963,0.09917355371900827,0.06729634002361275,0.014167650531286895,789,494,164,102,27,5,0.6261089987325729,0.20785804816223066,0.12927756653992395,0.034220532319391636,0.0063371356147021544
13,MIAMI-DADE,6391,NA,33,44,43,271,5,54,97,C,C,NA,C,D,C,D,D,D,F,F,D,D,D,C,F,C,D,F,D,D,D,D,D,N,NA,NO,YES,N,02,99.8,100,Middle,53,98,NA,NA,MADISON MIDDLE SCHOOL,435,234,90,67,36,10,0.5379310344827586,0.20689655172413793,0.15402298850574714,0.08275862068965517,0.022988505747126436,379,168,90,85,26,9,0.44327176781002636,0.23746701846965698,0.22427440633245382,0.06860158311345646,0.023746701846965697
13,MIAMI-DADE,6411,NA,40,43,46,280,5,56,97,C,C,NA,C,C,C,C,D,D,D,C,C,C,C,C,D,C,C,D,C,C,D,C,D,N,NA,NO,YES,N,02,98.9,100,Middle,57,94,NA,NA,HORACE MANN MIDDLE SCHOOL,475,208,104,82,59,18,0.4378947368421053,0.21894736842105264,0.1726315789473684,0.12421052631578948,0.037894736842105266,424,153,110,114,36,9,0.3608490566037736,0.25943396226415094,0.2688679245283019,0.08490566037735849,0.02122641509433962
13,MIAMI-DADE,6441,NA,67,67,70,375,5,75,100,A,A,NA,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,C,C,A,N,NA,NO,YES,N,02,96.9,85.7,Middle,82,89,NA,NA,HOWARD D. MCMILLAN MIDDLE SCHOOL,846,195,147,168,169,166,0.23049645390070922,0.17375886524822695,0.19858156028368795,0.19976359338061467,0.19621749408983452,586,150,133,148,92,61,0.25597269624573377,0.22696245733788395,0.2525597269624573,0.15699658703071673,0.10409556313993173
13,MIAMI-DADE,6501,NA,64,72,61,358,5,72,100,A,A,NA,A,A,A,B,B,B,C,B,A,A,A,A,C,A,B,B,B,A,C,C,C,N,NA,NO,YES,N,02,98,97.39999999999998,Middle,83,78,NA,NA,MIAMI LAKES MIDDLE SCHOOL,1011,239,202,226,216,127,0.23639960435212662,0.19980217606330367,0.22354104846686448,0.21364985163204747,0.12561819980217606,757,155,137,245,154,68,0.2047556142668428,0.1809775429326288,0.3236459709379128,0.20343461030383092,0.08982826948480846
13,MIAMI-DADE,6521,NA,33,47,27,245,5,49,99,C,C,NA,C,C,C,C,C,C,D,C,B,B,B,C,C,A,C,C,C,C,C,C,C,N,NA,NO,YES,N,02,98.6,100,Middle,56,82,NA,NA,MIAMI SPRINGS MIDDLE SCHOOL,722,447,117,90,50,17,0.6191135734072022,0.16204986149584488,0.12465373961218837,0.06925207756232687,0.023545706371191136,644,257,144,157,67,17,0.39906832298136646,0.2236024844720497,0.24378881987577639,0.10403726708074534,0.026397515527950312
13,MIAMI-DADE,6541,NA,58,59,72,356,5,71,99,A,A,NA,B,B,B,B,B,C,C,B,B,A,A,A,B,A,C,B,B,B,C,C,C,N,NA,NO,NO,N,02,78.6,68.10000000000002,Middle,79,88,NA,NA,MIAMI BEACH NAUTILUS MIDDLE SCHOOL,936,307,170,171,150,141,0.327991452991453,0.18162393162393162,0.18269230769230768,0.16025641025641027,0.15064102564102563,661,193,143,164,96,69,0.291981845688351,0.21633888048411498,0.2481089258698941,0.14523449319213314,0.1043872919818457
13,MIAMI-DADE,6571,NA,37,53,44,287,5,57,99,C,C,NA,C,C,C,C,D,D,D,C,C,C,C,C,D,B,C,C,C,C,C,C,D,N,NA,NO,YES,N,02,99.3,100,Middle,71,82,NA,NA,NORLAND MIDDLE SCHOOL,677,273,176,104,92,32,0.4032496307237814,0.25997045790251105,0.1536189069423929,0.1358936484490399,0.047267355982274745,576,142,151,171,93,17,0.2465277777777778,0.2621527777777778,0.296875,0.16145833333333334,0.029513888888888888
13,MIAMI-DADE,6591,NA,31,38,40,256,5,51,97,C,C,NA,C,C,C,F,F,C,D,C,D,C,C,C,C,B,C,C,C,C,D,D,D,N,NA,NO,YES,N,02,99.5,100,Middle,59,88,NA,NA,NORTH DADE MIDDLE SCHOOL,438,207,115,71,35,13,0.4726027397260274,0.2625570776255708,0.16210045662100456,0.07990867579908675,0.02968036529680365,406,157,96,109,38,6,0.3866995073891626,0.23645320197044334,0.2684729064039409,0.09359605911330049,0.014778325123152709
13,MIAMI-DADE,6611,NA,40,38,42,256,5,51,98,C,C,NA,C,C,C,C,D,C,C,B,B,A,A,A,D,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NO,YES,N,02,97.8,100,Middle,66,70,NA,NA,COUNTRY CLUB MIDDLE SCHOOL,639,346,114,102,51,29,0.5414710485133021,0.1784037558685446,0.1596244131455399,0.07981220657276995,0.04538341158059468,604,269,149,137,45,4,0.445364238410596,0.24668874172185432,0.22682119205298013,0.07450331125827815,0.006622516556291391
13,MIAMI-DADE,6631,NA,39,48,55,285,5,57,98,C,C,NA,C,C,C,C,C,B,C,C,C,C,D,D,D,C,C,D,C,C,D,D,D,N,NA,NO,YES,N,02,98.1,100,Middle,67,76,NA,NA,NORTH MIAMI MIDDLE SCHOOL,763,324,198,142,79,18,0.42463958060288337,0.2595019659239843,0.18610747051114024,0.10353866317169069,0.023591087811271297,672,204,180,171,89,24,0.30357142857142855,0.26785714285714285,0.2544642857142857,0.1324404761904762,0.03571428571428571
13,MIAMI-DADE,6681,NA,46,45,46,282,5,56,99,C,B,NA,B,C,C,C,C,C,C,B,A,B,A,B,C,A,B,C,B,B,C,C,C,N,NA,NO,YES,N,02,99,100,Middle,64,81,NA,NA,PALM SPRINGS MIDDLE SCHOOL,754,413,125,96,78,45,0.5477453580901857,0.16578249336870027,0.1273209549071618,0.10344827586206896,0.05968169761273209,665,292,165,120,65,27,0.43909774436090226,0.24812030075187969,0.18045112781954886,0.09774436090225563,0.0406015037593985
13,MIAMI-DADE,6701,NA,71,73,65,360,5,72,100,A,A,NA,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,C,N,NA,NO,NO,N,02,72.4,48.19999999999999,Middle,83,68,NA,NA,PALMETTO MIDDLE SCHOOL,831,162,119,179,201,172,0.19494584837545126,0.14320096269554752,0.21540312876052947,0.24187725631768953,0.2069795427196149,676,128,108,146,151,143,0.1893491124260355,0.15976331360946747,0.21597633136094674,0.22337278106508876,0.21153846153846154
13,MIAMI-DADE,6741,NA,56,54,50,290,5,58,100,B,B,NA,B,A,B,B,B,B,B,A,A,A,A,A,B,A,C,C,B,B,C,D,D,N,NA,NO,YES,N,02,94.4,92.4,Middle,55,75,NA,NA,PONCE DE LEON MIDDLE SCHOOL,895,303,173,181,144,95,0.33854748603351953,0.19329608938547485,0.2022346368715084,0.16089385474860335,0.10614525139664804,694,243,157,165,92,36,0.35014409221902015,0.22622478386167147,0.2377521613832853,0.13256484149855907,0.05187319884726225
13,MIAMI-DADE,6751,NA,64,68,62,356,5,71,100,A,A,NA,A,A,A,A,A,A,A,B,A,A,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NO,YES,N,02,98.8,91.8,Middle,75,87,NA,NA,HIALEAH GARDENS MIDDLE SCHOOL,1640,431,300,373,316,214,0.2628048780487805,0.18292682926829268,0.2274390243902439,0.1926829268292683,0.13048780487804879,1108,194,235,339,223,114,0.17509025270758122,0.21209386281588447,0.30595667870036103,0.20126353790613719,0.10288808664259928
13,MIAMI-DADE,6761,NA,42,44,55,274,5,55,100,C,B,NA,C,C,C,C,F,D,C,D,C,C,C,C,D,B,C,D,C,C,C,D,D,N,NA,NO,YES,N,02,97.3,100,Middle,64,69,NA,NA,REDLAND MIDDLE SCHOOL,661,304,145,112,75,22,0.4599092284417549,0.21936459909228442,0.16944024205748864,0.11346444780635401,0.03328290468986384,580,213,146,135,71,15,0.36724137931034484,0.2517241379310345,0.23275862068965517,0.12241379310344827,0.02586206896551724
13,MIAMI-DADE,6771,NA,58,65,54,310,5,62,99,B,B,NA,B,A,B,B,B,B,C,B,A,A,A,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NO,YES,N,02,95.8,93.5,Middle,74,59,NA,NA,JORGE MAS CANOSA MIDDLE SCHOOL,1349,437,264,280,230,134,0.323943661971831,0.19570051890289103,0.20756115641215717,0.17049666419570053,0.09933283914010378,1148,230,240,328,253,97,0.20034843205574912,0.20905923344947736,0.2857142857142857,0.22038327526132404,0.08449477351916376
13,MIAMI-DADE,6781,NA,45,47,39,267,5,53,99,C,C,NA,B,C,C,C,D,C,C,B,C,B,C,A,C,B,C,C,C,C,D,C,C,N,NA,NO,YES,N,02,97,100,Middle,60,76,NA,NA,RICHMOND HEIGHTS MIDDLE SCHOOL,445,173,117,81,51,22,0.3887640449438202,0.26292134831460673,0.18202247191011237,0.1146067415730337,0.04943820224719101,387,125,102,105,38,16,0.32299741602067183,0.26356589147286824,0.2713178294573643,0.09819121447028424,0.041343669250646
13,MIAMI-DADE,6801,NA,61,64,57,335,5,67,98,B,B,NA,B,B,B,B,A,C,C,C,B,B,C,B,C,A,C,C,B,C,C,C,C,N,NA,NO,YES,N,02,97.4,97.7,Middle,87,66,NA,NA,RIVIERA MIDDLE SCHOOL,480,145,109,114,65,45,0.3020833333333333,0.22708333333333333,0.2375,0.13541666666666666,0.09375,424,114,91,106,76,39,0.2688679245283019,0.21462264150943397,0.25,0.1792452830188679,0.09198113207547169
13,MIAMI-DADE,6821,NA,61,57,65,331,5,66,100,B,A,NA,B,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,N,NA,NO,YES,N,02,97.9,97.89999999999998,Middle,74,74,NA,NA,ROCKWAY MIDDLE SCHOOL,990,300,178,208,188,112,0.30303030303030304,0.1797979797979798,0.2101010101010101,0.1898989898989899,0.11313131313131314,793,205,212,215,110,54,0.25851197982345525,0.2673392181588903,0.27112232030264816,0.13871374527112232,0.06809583858764187
13,MIAMI-DADE,6841,NA,50,40,42,257,5,51,100,C,B,NA,C,C,C,C,C,C,C,C,C,C,B,C,C,B,C,C,C,C,C,D,D,N,NA,NO,YES,N,02,98.3,100,Middle,59,66,NA,NA,SHENANDOAH MIDDLE SCHOOL,1291,498,259,250,207,73,0.38574748257164987,0.20061967467079783,0.19364833462432224,0.1603408210689388,0.056545313710302095,1094,465,232,279,97,25,0.4250457038391225,0.21206581352833637,0.25502742230347347,0.0886654478976234,0.022851919561243144
13,MIAMI-DADE,6861,NA,71,72,66,379,5,76,98,A,A,NA,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,N,NA,NO,NO,N,02,84,65.5,Middle,85,85,NA,NA,SOUTHWOOD MIDDLE SCHOOL,1069,183,160,246,263,217,0.17118802619270346,0.14967259120673526,0.23012160898035547,0.2460243217960711,0.2029934518241347,826,150,123,168,188,202,0.18159806295399517,0.14891041162227603,0.2033898305084746,0.22760290556900725,0.24455205811138014
13,MIAMI-DADE,6881,NA,66,69,63,344,5,69,99,A,A,NA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,C,C,N,NA,NO,NO,N,02,89.9,69.39999999999998,Middle,67,79,NA,NA,SOUTH MIAMI MIDDLE SCHOOL,723,159,135,142,161,127,0.21991701244813278,0.18672199170124482,0.19640387275242047,0.22268326417704012,0.17565698478561548,547,91,104,169,118,64,0.1663619744058501,0.19012797074954296,0.30895795246800734,0.21572212065813529,0.1170018281535649
13,MIAMI-DADE,6901,NA,50,57,55,321,5,64,100,B,B,NA,A,B,A,A,A,A,A,A,A,A,B,A,B,A,B,B,B,B,C,C,C,N,NA,NO,YES,N,02,98.3,98.6,Middle,79,80,NA,NA,W. R. THOMAS MIDDLE SCHOOL,671,288,129,103,86,66,0.42921013412816694,0.19225037257824143,0.15350223546944858,0.12816691505216096,0.09836065573770492,534,196,115,108,77,37,0.36704119850187267,0.2153558052434457,0.20224719101123595,0.1441947565543071,0.06928838951310862
13,MIAMI-DADE,6921,NA,62,63,56,328,5,66,99,B,A,NA,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,NA,NA,NA,NA,NA,N,NA,NO,YES,N,02,98,73.9,Middle,85,62,NA,NA,LAMAR LOUISE CURRY MIDDLE SCHL,847,240,158,170,180,105,0.2833530106257379,0.18654073199527746,0.20070838252656434,0.21251475796930341,0.12396694214876033,654,126,135,166,148,86,0.1926605504587156,0.20642201834862386,0.25382262996941896,0.22629969418960244,0.13149847094801223
13,MIAMI-DADE,6961,NA,43,37,47,241,5,48,100,C,C,NA,C,C,C,C,C,C,D,C,B,B,A,A,B,A,B,B,B,B,C,C,C,N,NA,NO,YES,N,02,98.5,96.89999999999998,Middle,63,51,NA,NA,WEST MIAMI MIDDLE SCHOOL,698,339,144,106,81,35,0.48567335243553006,0.20630372492836677,0.1518624641833811,0.11604584527220631,0.050143266475644696,584,222,162,134,55,13,0.3801369863013699,0.2773972602739726,0.22945205479452055,0.09417808219178082,0.02226027397260274
13,MIAMI-DADE,7037,NA,89,89,NA,178,2,89,95,A,A,NA,A,B,B,B,A,B,A,B,A,B,C,B,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,02,100,71.39999999999998,Middle,NA,NA,NA,NA,MATER ACADEMY EAST PREPARATORY,20,2,4,3,4,7,0.1,0.2,0.15,0.2,0.35,20,0,1,4,7,8,0,0.05,0.2,0.35,0.4
14,DESOTO,0161,NA,32,32,24,202,5,40,98,C,D,NA,C,C,C,D,D,D,D,C,B,B,A,B,C,B,C,C,C,B,C,C,C,N,NA,NO,YES,N,02,68.3,100,Middle,65,49,NA,NA,DESOTO MIDDLE SCHOOL,1044,500,228,188,79,42,0.4789272030651341,0.21839080459770116,0.18007662835249041,0.07567049808429119,0.040229885057471264,928,366,261,193,78,37,0.39439655172413796,0.28125,0.20797413793103448,0.08405172413793104,0.03987068965517242
16,DUVAL,0251,NA,48,58,58,301,5,60,99,B,A,NA,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,C,B,C,C,C,C,N,NA,NO,NO,N,02,87.8,79.10000000000002,Middle,55,82,NA,NA,SPRINGFIELD MIDDLE SCHOOL,848,259,198,200,120,68,0.30542452830188677,0.23349056603773585,0.2358490566037736,0.14150943396226415,0.08018867924528301,593,131,133,178,121,29,0.2209106239460371,0.224283305227656,0.30016863406408095,0.20404721753794267,0.048903878583473864
16,DUVAL,0311,NA,82,91,76,430,5,86,100,A,A,NA,A,A,A,A,A,A,A,A,A,A,A,C,D,C,C,D,C,C,C,C,C,N,NA,NO,NO,N,02,50.7,30,Middle,90,91,NA,NA,JULIA LANDON COLLEGE PREPARATORY & LEADERSHIP,805,47,98,145,236,274,0.058385093167701865,0.12173913043478261,0.18012422360248448,0.29316770186335406,0.3403726708074534,463,6,32,88,141,196,0.012958963282937365,0.06911447084233262,0.1900647948164147,0.3045356371490281,0.42332613390928725
16,DUVAL,0621,NA,33,42,41,256,5,51,97,C,C,NA,C,C,C,C,C,C,C,B,B,A,A,B,A,B,C,NA,NA,NA,NA,NA,NA,N,NA,NO,YES,N,02,61.3,82.6,Middle,68,72,NA,NA,OCEANWAY SCHOOL,890,399,222,152,85,35,0.44831460674157303,0.24943820224719102,0.1707865168539326,0.09550561797752809,0.03932584269662921,767,257,200,193,89,27,0.3350717079530639,0.2607561929595828,0.2516297262059974,0.11603650586701435,0.035202086049543675
16,DUVAL,0631,NA,54,62,70,337,5,67,99,B,A,NA,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,B,A,A,A,B,B,N,NA,NO,NO,N,02,36.9,51.7,Middle,67,84,NA,NA,DUNCAN U. FLETCHER MIDDLE SCHOOL,1133,337,219,231,192,155,0.2974404236540159,0.19329214474845544,0.20388349514563106,0.16946160635481025,0.13680494263018536,787,210,168,197,140,69,0.2668360864040661,0.21346886912325286,0.2503176620076239,0.17789072426937738,0.08767471410419314
16,DUVAL,0661,NA,30,36,43,256,5,51,97,C,D,NA,C,C,C,C,C,C,C,B,B,B,A,A,B,B,A,B,B,A,A,C,C,N,NA,NO,YES,N,02,82.7,93.5,Middle,66,81,NA,NA,ALFRED I. DUPONT MIDDLE SCHOOL,639,363,119,87,44,24,0.568075117370892,0.18622848200312989,0.13615023474178403,0.06885758998435054,0.03755868544600939,584,286,111,122,53,12,0.4897260273972603,0.19006849315068494,0.2089041095890411,0.09075342465753425,0.02054794520547945
16,DUVAL,0691,NA,24,31,21,191,5,38,96,D,D,NA,C,C,C,D,D,D,C,C,C,C,C,C,D,C,C,D,C,D,C,C,D,N,NA,NO,YES,N,02,82.7,100,Middle,48,67,NA,NA,LAKE SHORE MIDDLE SCHOOL,792,503,156,89,37,8,0.63510101010101,0.19696969696969696,0.11237373737373738,0.04671717171717172,0.010101010101010102,758,388,165,129,58,14,0.5118733509234829,0.21767810026385223,0.17018469656992086,0.07651715039577836,0.018469656992084433
16,DUVAL,1021,NA,28,38,46,203,5,41,99,C,C,NA,C,C,C,D,D,C,F,D,D,D,D,C,F,D,D,F,D,D,D,D,F,N,NA,YES,YES,N,02,87.8,100,Middle,44,47,NA,NA,SCHOOL OF SUCCESS ACADEMY-SOS,132,62,38,21,7,4,0.4696969696969697,0.2878787878787879,0.1590909090909091,0.05303030303030303,0.030303030303030304,112,42,31,26,7,6,0.375,0.2767857142857143,0.23214285714285715,0.0625,0.05357142857142857
16,DUVAL,1261,NA,38,49,59,262,5,52,100,C,D,NA,B,C,D,C,C,B,A,B,A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,YES,YES,N,02,93.1,76.7,Middle,49,67,NA,NA,"SOMERSET ACADEMY-MIDDLE, EAGLE CAMPUS",186,56,62,39,23,5,0.3010752688172043,0.3333333333333333,0.20967741935483872,0.12365591397849462,0.026881720430107527,170,35,49,59,21,5,0.20588235294117646,0.28823529411764703,0.34705882352941175,0.12352941176470589,0.029411764705882353
16,DUVAL,1461,NA,16,20,8,157,5,31,96,D,D,NA,C,C,D,D,F,D,D,D,C,D,C,C,D,C,D,F,C,F,D,D,D,N,NA,NO,YES,N,02,96.7,100,Middle,48,65,NA,NA,MATTHEW W. GILBERT MIDDLE SCHOOL,689,458,135,70,20,6,0.6647314949201741,0.19593613933236576,0.10159651669085631,0.02902757619738752,0.008708272859216255,659,406,141,87,21,4,0.6160849772382397,0.21396054628224584,0.13201820940819423,0.03186646433990895,0.006069802731411229
16,DUVAL,1521,NA,75,75,81,410,5,82,100,A,A,NA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,C,A,N,NA,NO,NO,N,02,68.4,46.9,Middle,96,83,NA,NA,JAMES W JOHNSON COLLEG PREP MIDDLE SCHOOL,964,106,142,179,254,276,0.10995850622406639,0.14730290456431536,0.18568464730290457,0.26348547717842324,0.2863070539419087,500,54,70,118,126,136,0.108,0.14,0.236,0.252,0.272
16,DUVAL,1561,NA,25,18,8,157,5,31,96,D,C,NA,D,C,C,C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,NA,NO,YES,N,02,97.3,100,Middle,48,58,NA,NA,YOUNG MENS/WOMENS LEADERSHIP ACAD AT BUTLER,301,168,70,46,14,5,0.5581395348837209,0.23255813953488372,0.15282392026578073,0.046511627906976744,0.016611295681063124,281,171,57,38,11,4,0.608540925266904,0.20284697508896798,0.13523131672597866,0.03914590747330961,0.014234875444839857
16,DUVAL,2072,NA,25,28,21,175,5,35,97,D,C,NA,D,C,C,C,F,D,C,C,C,C,C,C,C,C,C,D,C,C,C,C,C,N,NA,NO,YES,N,02,84.8,100,Middle,41,60,NA,NA,WESTSIDE MIDDLE SCHOOL,616,375,105,82,39,16,0.6087662337662337,0.17045454545454544,0.1331168831168831,0.0633116883116883,0.025974025974025976,579,310,116,98,37,15,0.5354058721934369,0.2003454231433506,0.1692573402417962,0.06390328151986183,0.025906735751295335
16,DUVAL,2111,NA,24,39,28,208,5,42,97,C,C,NA,D,C,C,C,F,D,F,D,C,C,C,C,C,B,C,C,C,C,C,C,C,N,NA,NO,YES,N,02,81.9,90.9,Middle,43,74,NA,NA,SOUTHSIDE MIDDLE SCHOOL,861,555,141,88,52,23,0.6445993031358885,0.16376306620209058,0.10220673635307782,0.06039488966318235,0.026713124274099883,782,379,140,136,92,38,0.4846547314578005,0.17902813299232737,0.17391304347826086,0.11764705882352941,0.04859335038363171
