district_number,district_name,school_number,school_name,grade,number_of_students,mean_scale_score,percentage_in_level_3_or_above,x1,x2,x3,x4,x5
06,BROWARD,3581,SILVER SHORES ELEMENTARY SCHL,03,46,304,72,13,15,41,20,11
06,BROWARD,3591,LAKESIDE ELEMENTARY SCHOOL,03,104,305,67,11,22,26,29,13
06,BROWARD,3631,PARKSIDE ELEMENTARY SCHOOL,03,111,302,65,17,18,24,30,11
06,BROWARD,3642,GATOR RUN ELEMENTARY SCHOOL,03,202,317,87,6,6,22,33,32
06,BROWARD,3661,SUNSET LAKES ELEMENTARY SCHOOL,03,126,313,84,9,7,24,38,22
06,BROWARD,3701,ROCK ISLAND ELEMENTARY SCHOOL,03,59,294,49,29,22,29,20,0
06,BROWARD,3741,COCONUT PALM ELEMENTARY SCHOOL,03,82,300,57,23,20,27,16,15
06,BROWARD,3751,DOLPHIN BAY ELEMENTARY SCHOOL,03,97,308,76,6,18,37,23,16
06,BROWARD,3761,PARK LAKES ELEMENTARY SCHOOL,03,151,293,50,34,16,29,17,4
06,BROWARD,3771,CHALLENGER ELEMENTARY SCHOOL,03,150,298,60,21,19,32,21,7
06,BROWARD,3781,PARK TRAILS ELEMENTARY SCHOOL,03,169,315,84,7,9,26,29,29
06,BROWARD,3821,LIBERTY ELEMENTARY SCHOOL,03,121,298,58,29,13,22,27,8
06,BROWARD,3841,MANATEE BAY ELEMENTARY SCHOOL,03,190,318,89,4,7,22,38,30
06,BROWARD,3961,HERON HEIGHTS ELEMENTARY SCHOOL,03,174,314,84,3,12,22,38,25
06,BROWARD,3962,DISCOVERY ELEMENTARY SCHOOL,03,140,306,74,14,12,33,30,11
06,BROWARD,5001,BEN GAMLA CHARTER SCHOOL NORTH CAMPUS,03,27,298,67,7,26,59,7,0
06,BROWARD,5003,SOMERSET PREP ACADEMY AT N LAUDERDALE,03,68,293,44,32,24,25,13,6
06,BROWARD,5004,SOMERSET VILLAGE ACADEMY,03,46,294,52,28,20,28,20,4
06,BROWARD,5010,FRANKLIN ACADEMY SUNRISE,03,139,298,55,17,28,31,17,7
06,BROWARD,5012,FRANKLIN ACADEMY PEMBROKE PINES,03,155,305,72,13,15,33,27,12
06,BROWARD,5015,AVANT GARDE ACADEMY K-5 BROWARD,03,181,298,61,23,17,34,22,4
06,BROWARD,5020,RENAISSANCE CHARTER SCHOOL AT CORAL SPRINGS,03,180,310,79,9,12,30,32,17
06,BROWARD,5021,SOMERSET NEIGHBORHOOD SCHOOL,03,88,311,84,8,8,28,40,16
06,BROWARD,5023,RENAISSANCE CHARTER SCHOOL AT PLANTATION,03,115,286,32,44,23,20,11,1
06,BROWARD,5024,IMAGINE SCHOOLS AT BROWARD,03,112,303,59,13,28,27,18,14
06,BROWARD,5029,ATLANTIC MONTESSORI CHARTER SCHOOL,03,17,313,94,0,6,29,59,6
06,BROWARD,5030,SOMERSET PINES ACADEMY,03,89,295,43,25,33,21,19,2
06,BROWARD,5031,CHARTER SCHOOL OF EXCELLENCE,03,30,296,43,23,33,27,13,3
06,BROWARD,5037,FRANKLIN ACADEMY COOPER CITY,03,142,300,60,15,25,36,19,5
06,BROWARD,5038,BROWARD MATH AND SCIENCE SCHOOLS,03,35,291,37,40,23,23,11,3
06,BROWARD,5041,CENTRAL CHARTER SCHOOL,03,149,289,40,38,22,23,13,3
06,BROWARD,5044,IMAGINE SCHOOLS PLANTATION CAMPUS,03,36,315,89,3,8,14,64,11
06,BROWARD,5046,FRANKLIN ACADEMY F,03,108,301,61,16,23,34,21,6
06,BROWARD,5048,RENAISSANCE CHARTER SCHOOL AT UNIVERSITY,03,161,305,70,17,13,25,29,15
06,BROWARD,5049,RENAISSANCE CHARTER SCHOOL AT COOPER CITY,03,144,303,63,19,19,24,25,14
06,BROWARD,5051,PEMBROKE PINES CHARTER ELEMENTARY SCHOOL,03,331,312,81,7,12,27,32,21
06,BROWARD,5052,WEST BROWARD ACADEMY,03,71,292,51,30,20,31,18,1
06,BROWARD,5054,SOMERSET ACADEMY MIRAMAR SOUTH,03,28,336,100,0,0,0,25,75
06,BROWARD,5056,SOMERSET PARKLAND ACADEMY,03,104,307,68,13,19,23,26,19
06,BROWARD,5111,IMAGINE CHARTER SCHOOL AT WESTON,03,132,309,81,7,12,34,33,14
06,BROWARD,5116,BRIDGEPREP ACADEMY OF HOLLYWOOD HILLS,03,61,294,43,26,31,28,13,2
06,BROWARD,5130,GREENTREE PREPARATORY CHARTER SCHOOL,03,35,303,57,17,26,26,17,14
06,BROWARD,5141,SOMERSET ACADEMY,03,106,318,90,4,7,26,33,30
06,BROWARD,5161,NORTH BROWARD ACADEMY OF EXCEL,03,102,298,50,22,28,26,17,7
06,BROWARD,5164,ATLANTIC MONTESSORI CHARTER WEST CAMPUS,03,28,316,89,0,11,18,46,25
06,BROWARD,5171,IMAGINE CHARTER SCHOOL AT N LAUDERDALE ELEM,03,55,288,36,44,20,22,11,4
06,BROWARD,5177,INNOVATION CHARTER SCHOOL,03,73,299,51,23,26,19,22,10
06,BROWARD,5211,SOMERSET ACADEMY DAVIE CHARTER SCHOOL,03,25,320,96,0,4,20,44,32
06,BROWARD,5234,CHAMPIONSHIP ACAD OF DISTINCTION WEST BROWARD,03,25,296,48,32,20,8,24,16
06,BROWARD,5263,SOMERSET ACADEMY ELEMENTARY SOUTH CAMPUS,03,49,314,86,4,10,29,41,16
06,BROWARD,5271,CHARTER SCHOOL OF EXCELLENCE AT DAVIE,03,43,294,47,26,28,33,12,2
06,BROWARD,5320,SUMMIT ACADEMY CHARTER SCHOOL,03,35,307,77,11,11,37,26,14
06,BROWARD,5325,HOLLYWOOD ACAD OF ARTS & SCIEN,03,179,317,89,4,6,21,39,30
06,BROWARD,5355,EAGLES NEST CHARTER ACADEMY,03,39,281,28,56,15,23,5,0
06,BROWARD,5361,CHAMPIONSHIP ACADEMY OF DISTINCTION HOLLYWOOD,03,51,290,45,29,25,35,10,0
06,BROWARD,5387,SOMERSET ACADEMY RIVERSIDE,03,70,303,64,10,26,30,24,10
06,BROWARD,5388,SOMERSET ACADEMY POMPANO (K-5),03,18,281,22,56,22,17,0,6
06,BROWARD,5391,SOMERSET ACADEMY EAST PREPARATORY,03,29,300,55,24,21,28,14,14
06,BROWARD,5392,BEN GAMLA CHARTER SCHOOL SOUTH BROWARD,03,51,297,51,27,22,27,18,6
06,BROWARD,5400,SUNSHINE ELEMENTARY CHARTER SCHOOL,03,45,287,36,40,24,20,16,0
06,BROWARD,5405,SOMERSET ACADEMY ELEMENTARY (MIRAMAR CAMPUS),03,81,317,95,4,1,25,44,26
06,BROWARD,5407,EVEREST CHARTER SCHOOL,03,12,274,17,58,25,17,0,0
06,BROWARD,5410,BEN GAMLA CHARTER SCHOOL,03,72,308,74,4,22,35,26,13
06,BROWARD,5420,RISE ACADEMY SCHOOL OF SCIENCE AND TECHNOLOGY,03,32,321,81,9,9,0,38,44
06,BROWARD,5422,CHAMPIONSHIP ACADEMY OF DISTINCTION AT DAVIE,03,41,294,54,24,22,37,17,0
06,BROWARD,5710,RENAISSANCE CHARTER SCHOOLS AT PINES,03,156,296,47,29,24,24,17,6
06,BROWARD,5717,SOUTH BROWARD MONTESSORI CHARTER SCHOOL,03,26,295,38,31,31,19,8,12
06,BROWARD,5801,PANACEA PREP CHARTER SCHOOL,03,15,310,80,0,20,40,33,7
06,BROWARD,5852,NEW LIFE CHARTER ACADEMY,03,21,292,52,33,14,38,14,0
06,BROWARD,7001,BROWARD VIRTUAL INSTRUCTION PROGRAM,03,18,306,67,6,28,22,39,6
07,CALHOUN,0091,CARR ELEMENTARY & MIDDLE SCHOOL,03,26,303,62,12,27,23,23,15
07,CALHOUN,0101,ALTHA PUBLIC SCHOOL,03,45,306,71,9,20,36,22,13
07,CALHOUN,0131,BLOUNTSTOWN ELEMENTARY SCHOOL,03,57,299,58,18,25,32,18,9
07,CALHOUN,7001,CALHOUN VIRTUAL INSTRUCTION PROGRAM,03,2,NA,NA,NA,NA,NA,NA,NA
08,CHARLOTTE,0021,SALLIE JONES ELEMENTARY SCHOOL,03,111,310,78,8,14,30,30,19
08,CHARLOTTE,0041,PEACE RIVER ELEMENTARY SCHOOL,03,98,295,49,24,27,34,13,2
08,CHARLOTTE,0042,CHARLOTTE HARBOR SCHOOL,03,8,NA,NA,NA,NA,NA,NA,NA
08,CHARLOTTE,0081,EAST ELEMENTARY SCHOOL,03,128,308,71,13,16,24,30,16
08,CHARLOTTE,0111,NEIL ARMSTRONG ELEMENTARY SCHOOL,03,116,308,75,12,13,27,33,16
08,CHARLOTTE,0141,MEADOW PARK ELEMENTARY SCHOOL,03,119,304,66,16,18,26,30,10
08,CHARLOTTE,0191,VINELAND ELEMENTARY SCHOOL,03,110,307,71,15,15,26,25,19
08,CHARLOTTE,0201,LIBERTY ELEMENTARY SCHOOL,03,99,302,65,19,16,33,24,7
08,CHARLOTTE,0231,MYAKKA RIVER ELEMENTARY SCHOOL,03,104,300,59,17,24,33,15,11
08,CHARLOTTE,0251,DEEP CREEK ELEMENTARY SCHOOL,03,157,301,64,16,20,31,24,8
08,CHARLOTTE,0301,KINGSWAY ELEMENTARY SCHOOL,03,106,292,47,30,23,28,17,2
08,CHARLOTTE,0503,BABCOCK NEIGHBORHOOD SCHOOL,03,70,302,54,13,33,24,24,6
08,CHARLOTTE,7004,CHARLOTTE VIRTUAL FRANCHISE,03,3,NA,NA,NA,NA,NA,NA,NA
09,CITRUS,0021,PLEASANT GROVE ELEMENTARY SCHL,03,90,306,76,12,12,31,33,11
09,CITRUS,0025,FOREST RIDGE ELEMENTARY SCHOOL,03,126,305,72,14,13,30,30,12
09,CITRUS,0032,INVERNESS PRIMARY SCHOOL,03,111,304,68,14,17,33,26,9
09,CITRUS,0035,CENTRAL RIDGE ELEMENTARY SCHOOL,03,126,295,52,24,24,34,14,4
09,CITRUS,0061,FLORAL CITY ELEMENTARY SCHOOL,03,59,293,44,32,24,24,14,7
09,CITRUS,0071,HOMOSASSA ELEMENTARY SCHOOL,03,63,295,44,33,22,17,19,8
09,CITRUS,0102,CRYSTAL RIVER PRIMARY SCHOOL,03,105,299,60,24,16,33,19,8
09,CITRUS,0161,LECANTO PRIMARY SCHOOL,03,132,300,55,18,27,24,21,9
09,CITRUS,0171,HERNANDO ELEMENTARY SCHOOL,03,140,304,68,13,19,29,30,9
09,CITRUS,0181,CITRUS SPRINGS ELEMENTARY SCHOOL,03,159,296,50,23,27,27,16,7
09,CITRUS,0191,ROCK CRUSHER ELEMENTARY SCHOOL,03,105,310,82,5,13,29,40,13
09,CITRUS,0201,CREST SCHOOL,03,6,NA,NA,NA,NA,NA,NA,NA
10,CLAY,0071,CHARLES E. BENNETT ELEMENTARY SCHOOL,03,84,290,43,37,20,25,15,2
10,CLAY,0201,ORANGE PARK ELEMENTARY SCHOOL,03,72,318,94,0,6,22,46,26
10,CLAY,0232,GROVE PARK ELEMENTARY SCHOOL,03,80,289,31,33,36,20,10,1
10,CLAY,0241,W E CHERRY ELEMENTARY SCHOOL,03,71,303,63,10,27,28,27,8
10,CLAY,0261,DOCTORS INLET ELEMENTARY SCHOOL,03,71,303,63,18,18,20,30,14
10,CLAY,0271,MIDDLEBURG ELEMENTARY SCHOOL,03,84,300,62,15,23,37,15,10
10,CLAY,0301,KEYSTONE HEIGHTS ELEMENTARY,03,108,299,62,20,18,31,26,6
10,CLAY,0331,S BRYAN JENNINGS ELEMENTARY SCHOOL,03,64,291,38,34,28,25,9,3
10,CLAY,0352,LAKESIDE ELEMENTARY SCHOOL,03,124,295,53,25,22,38,12,3
10,CLAY,0381,MONTCLAIR ELEMENTARY SCHOOL,03,59,297,47,20,32,20,25,2
10,CLAY,0401,RIDGEVIEW ELEMENTARY SCHOOL,03,77,307,68,10,22,25,23,19
10,CLAY,0411,CLAY HILL ELEMENTARY SCHOOL,03,76,294,37,26,37,14,14,8
10,CLAY,0451,LAKE ASBURY ELEMENTARY SCHOOL,03,128,299,55,20,25,28,20,7
10,CLAY,0471,ROBERT M. PATERSON ELEMENTARY,03,166,312,81,8,11,26,29,26
10,CLAY,0491,J.L. WILKINSON ELEMENTARY SCHL,03,99,300,62,15,23,33,25,3
10,CLAY,0501,TYNES ELEMENTARY SCHOOL,03,150,299,58,23,19,25,23,10
10,CLAY,0511,MCRAE ELEMENTARY SCHOOL,03,56,305,75,11,14,32,36,7
10,CLAY,0521,FLEMING ISLAND ELEMENTARY SCHOOL,03,107,315,91,1,8,29,38,23
10,CLAY,0531,THUNDERBOLT ELEMENTARY SCHOOL,03,119,311,78,5,17,27,30,21
10,CLAY,0541,RIDEOUT ELEMENTARY SCHOOL,03,58,301,64,19,17,31,26,7
10,CLAY,0571,SWIMMING PEN CREEK ELEMENTARY SCHOOL,03,63,297,52,29,19,25,19,8
10,CLAY,0591,ARGYLE ELEMENTARY SCHOOL,03,114,298,54,26,20,22,21,11
10,CLAY,0601,COPPERGATE ELEMENTARY SCHOOL,03,94,290,41,35,23,21,14,6
10,CLAY,0621,OAKLEAF VILLAGE ELEMENTARY SCHOOL,03,149,299,62,20,18,35,18,9
10,CLAY,0631,SHADOWLAWN ELEMENTARY SCHOOL,03,98,311,86,8,6,35,34,17
10,CLAY,0641,DISCOVERY OAKS ELEMENTARY,03,131,309,77,9,14,29,34,14
10,CLAY,0651,PLANTATION OAKS ELEMENTARY SCHOOL,03,146,299,55,20,25,27,21,7
10,CLAY,0663,FLORIDA CYBER CHARTER ACADEMY AT CLAY,03,4,NA,NA,NA,NA,NA,NA,NA
10,CLAY,0664,CLAY CHARTER ACADEMY,03,83,297,51,22,28,22,20,8
10,CLAY,0667,ST JOHNS CLASSICAL ACADEMY,03,78,305,74,9,17,41,26,8
10,CLAY,7004,CLAY VIRTUAL FRANCHISE,03,5,NA,NA,NA,NA,NA,NA,NA
11,COLLIER,0051,EVERGLADES CITY SCHOOL,03,10,301,40,20,40,10,10,20
11,COLLIER,0121,LAKE PARK ELEMENTARY SCHOOL,03,79,311,81,8,11,28,39,14
11,COLLIER,0131,TOMMIE BARFIELD ELEM. SCHOOL,03,70,315,90,3,7,30,40,20
11,COLLIER,0141,SHADOWLAWN ELEMENTARY SCHOOL,03,84,301,63,19,18,27,27,8
11,COLLIER,0161,PINECREST ELEMENTARY SCHOOL,03,95,300,72,16,13,39,31,2
11,COLLIER,0171,SEA GATE ELEMENTARY SCHOOL,03,113,317,83,6,11,18,36,29
11,COLLIER,0181,HIGHLANDS ELEMENTARY SCHOOL,03,75,298,57,23,20,35,17,5
11,COLLIER,0191,LAKE TRAFFORD ELEMENTARY SCHL,03,102,298,42,25,32,15,14,14
11,COLLIER,0201,AVALON ELEMENTARY SCHOOL,03,65,295,49,20,31,31,17,2
11,COLLIER,0221,POINCIANA ELEMENTARY SCHOOL,03,67,304,73,16,10,28,31,13
11,COLLIER,0231,GOLDEN GATE ELEMENTARY SCHOOL,03,92,306,74,14,12,25,37,12
11,COLLIER,0241,NAPLES PARK ELEMENTARY SCHOOL,03,51,306,73,12,16,31,22,20
11,COLLIER,0331,BIG CYPRESS ELEMENTARY SCHOOL,03,136,302,65,14,21,35,23,7
11,COLLIER,0341,VILLAGE OAKS ELEMENTARY SCHOOL,03,80,304,76,10,14,43,28,6
11,COLLIER,0351,GOLDEN TERRACE ELEMENTARY SCHL,03,75,295,48,32,20,21,20,7
11,COLLIER,0371,VINEYARDS ELEMENTARY SCHOOL,03,143,316,87,6,7,25,36,26
11,COLLIER,0381,LELY ELEMENTARY SCHOOL,03,69,299,62,25,13,29,25,9
11,COLLIER,0391,LAUREL OAK ELEMENTARY SCHOOL,03,212,312,83,8,8,32,31,21
11,COLLIER,0421,MANATEE ELEMENTARY SCHOOL,03,94,297,49,27,24,21,19,9
11,COLLIER,0431,PELICAN MARSH ELEMENTARY SCHL,03,105,316,83,7,10,17,38,28
11,COLLIER,0441,CORKSCREW ELEMENTARY SCHOOL,03,139,309,78,7,15,30,32,16
11,COLLIER,0451,OSCEOLA ELEMENTARY SCHOOL,03,102,309,75,15,11,24,29,22
11,COLLIER,0461,CALUSA PARK ELEMENTARY SCHOOL,03,117,300,62,19,20,27,26,9
11,COLLIER,0471,SABAL PALM ELEMENTARY SCHOOL,03,95,299,57,19,24,24,31,2
11,COLLIER,0481,LAVERN GAYNOR ELEMENTARY,03,47,296,47,23,30,28,15,4
11,COLLIER,0491,HERBERT CAMBRIDGE ELEMENTARY SCHOOL,03,41,301,59,20,22,29,22,7
11,COLLIER,0511,ESTATES ELEMENTARY SCHOOL,03,158,303,63,15,22,25,27,12
11,COLLIER,0521,VETERANS MEMORIAL ELEMENTARY SCHOOL,03,132,315,86,8,5,25,32,30
11,COLLIER,0531,MIKE DAVIS ELEMENTARY SCHOOL,03,110,300,64,20,16,28,26,9
11,COLLIER,0541,PALMETTO ELEMENTARY SCHOOL,03,91,299,56,25,19,22,23,11
11,COLLIER,0551,PARKSIDE ELEMENTARY SCHOOL,03,117,295,53,24,23,44,9,1
11,COLLIER,0631,EDEN PARK ELEMENTARY SCHOOL,03,115,296,50,27,23,27,16,8
11,COLLIER,7001,ECOLLIER ACADEMY,03,7,NA,NA,NA,NA,NA,NA,NA
11,COLLIER,9007,NEW BEGINNINGS IMMOKALEE,03,3,NA,NA,NA,NA,NA,NA,NA
11,COLLIER,9010,NEW BEGINNINGS - NAPLES,03,6,NA,NA,NA,NA,NA,NA,NA
11,COLLIER,9021,RCMA IMMOKALEE COMMUNITY SCHOOL,03,39,307,69,5,26,31,26,13
11,COLLIER,9034,GULF COAST CHARTER ACADEMY SOUTH,03,71,297,52,20,28,31,17,4
11,COLLIER,9035,MASON CLASSICAL ACADEMY,03,127,307,77,7,16,33,32,12
11,COLLIER,9036,COLLIER CHARTER ACADEMY,03,70,300,56,21,23,27,21,7
11,COLLIER,9037,BRIDGEPREP ACADEMY COLLIER,03,29,296,52,28,21,34,17,0
11,COLLIER,9039,NAPLES CLASSICAL ACADEMY,03,80,305,71,14,15,33,29,10
11,COLLIER,9040,OPTIMA CLASSICAL ACADEMY,03,9,NA,NA,NA,NA,NA,NA,NA
12,COLUMBIA,0071,MELROSE PARK ELEMENTARY SCHOOL,03,62,299,61,18,21,35,21,5
12,COLUMBIA,0081,EASTSIDE ELEMENTARY SCHOOL,03,90,309,80,8,12,28,43,9
12,COLUMBIA,0091,FIVE POINTS ELEMENTARY SCHOOL,03,54,297,57,19,24,35,17,6
12,COLUMBIA,0121,FORT WHITE ELEMENTARY SCHOOL,03,113,302,66,13,20,31,31,4
12,COLUMBIA,0141,SUMMERS ELEMENTARY SCHOOL,03,89,304,71,16,13,31,28,11
12,COLUMBIA,0161,NIBLACK ELEMENTARY SCHOOL,03,30,304,80,10,10,53,20,7
12,COLUMBIA,0221,PATHWAYS ACADEMY,03,1,NA,NA,NA,NA,NA,NA,NA
12,COLUMBIA,0261,COLUMBIA CITY ELEMENTARY SCHOOL,03,92,303,62,10,28,25,33,4
12,COLUMBIA,0271,WESTSIDE ELEMENTARY SCHOOL,03,101,309,79,5,16,31,37,12
12,COLUMBIA,0291,PINEMOUNT ELEMENTARY SCHOOL,03,67,305,75,12,13,40,22,12
12,COLUMBIA,0402,BELMONT ACADEMY,03,51,316,94,2,4,33,41,20
13,MIAMI-DADE,0041,AIR BASE K-8 CENTER FOR INTERNATIONAL EDUC,03,104,312,84,6,11,27,41,15
13,MIAMI-DADE,0070,CORAL REEF MONTESSORI ACADEMY CHARTER SCHOOL,03,69,291,41,36,23,22,16,3
13,MIAMI-DADE,0071,EUGENIA B. THOMAS K-8 CENTER,03,127,302,60,21,19,21,25,13
13,MIAMI-DADE,0072,SUMMERVILLE ADVANTAGE ACADEMY,03,112,301,62,20,19,27,29,5
13,MIAMI-DADE,0073,MANDARIN LAKES K-8 ACADEMY,03,108,282,34,56,10,21,10,3
13,MIAMI-DADE,0081,LENORA BRAYNON SMITH ELEMENTARY,03,64,289,28,41,31,14,11,3
13,MIAMI-DADE,0091,BOB GRAHAM EDUCATION CENTER,03,150,305,67,17,17,24,31,12
13,MIAMI-DADE,0092,NORMAN S. EDELCUP/SUNNY ISLES BEACH K-8,03,246,309,74,9,16,27,28,19
13,MIAMI-DADE,0100,MATER ACADEMY,03,224,308,75,10,16,30,26,18
13,MIAMI-DADE,0101,ARCOLA LAKE ELEMENTARY SCHOOL,03,75,294,55,32,13,23,23,9
13,MIAMI-DADE,0102,MIAMI COMMUNITY CHARTER SCHOOL,03,91,291,42,38,20,21,20,1
13,MIAMI-DADE,0111,MAYA ANGELOU ELEMENTARY SCHOOL,03,117,291,49,36,15,22,21,6
13,MIAMI-DADE,0121,AUBURNDALE ELEMENTARY SCHOOL,03,110,293,41,34,25,19,13,9
13,MIAMI-DADE,0122,DR. ROLANDO ESPINOSA K-8 CENTER,03,70,289,43,36,21,24,17,1
13,MIAMI-DADE,0125,NORMA BUTLER BOSSARD ELEMENTARY SCHOOL,03,165,310,75,10,15,25,28,21
13,MIAMI-DADE,0161,AVOCADO ELEMENTARY SCHOOL,03,115,302,64,19,17,24,27,13
13,MIAMI-DADE,0201,BANYAN ELEMENTARY SCHOOL,03,47,298,60,21,19,32,15,13
13,MIAMI-DADE,0211,DR. MANUEL C. BARREIRO ELEMENTARY SCHOOL,03,99,306,71,14,15,26,27,17
13,MIAMI-DADE,0231,AVENTURA WATERWAYS K-8 CENTER,03,248,305,65,18,17,22,28,15
13,MIAMI-DADE,0241,RUTH K. BROAD BAY HARBOR K-8 CENTER,03,131,314,85,5,11,21,41,22
13,MIAMI-DADE,0251,ETHEL KOGER BECKHAM K-8 CENTER,03,111,313,89,5,5,32,36,22
13,MIAMI-DADE,0261,BEL-AIRE ELEMENTARY SCHOOL,03,54,290,41,39,20,17,17,7
13,MIAMI-DADE,0271,BENT TREE ELEMENTARY SCHOOL,03,50,310,78,16,6,20,46,12
13,MIAMI-DADE,0311,GOULDS ELEMENTARY SCHOOL,03,59,296,59,27,14,37,20,2
13,MIAMI-DADE,0312,MATER GARDENS ACADEMY,03,144,312,86,3,11,35,33,18
13,MIAMI-DADE,0321,BISCAYNE BEACH ELEMENTARY SCHOOL,03,94,296,47,35,18,17,16,14
13,MIAMI-DADE,0332,SOMERSET ACADEMY SILVER PALMS,03,184,309,86,3,11,45,33,8
13,MIAMI-DADE,0339,SOMERSET ACAD CHARTER ELEM SCHOOL S HOMESTEAD,03,91,312,87,5,8,31,42,14
13,MIAMI-DADE,0341,ARCHCREEK ELEMENTARY SCHOOL,03,83,296,63,29,8,43,16,4
13,MIAMI-DADE,0342,PINECREST ACADEMY (SOUTH CAMPUS),03,137,314,86,4,10,23,37,26
13,MIAMI-DADE,0400,RENAISSANCE ELEMENTARY CHARTER SCHOOL,03,154,317,89,3,8,25,32,32
13,MIAMI-DADE,0401,VAN E. BLANTON ELEMENTARY SCHL,03,69,296,55,26,19,29,22,4
13,MIAMI-DADE,0410,ACADEMIR CHARTER SCHOOL WEST,03,108,307,70,7,22,31,23,16
13,MIAMI-DADE,0412,ACADEMIR CHARTER SCHOOL EAST AT DORAL,03,89,306,73,8,19,35,26,12
13,MIAMI-DADE,0441,BLUE LAKES ELEMENTARY SCHOOL,03,41,308,71,10,20,20,37,15
13,MIAMI-DADE,0451,BOWMAN ASHE/DOOLIN K-8 ACADEMY,03,88,306,70,13,17,32,25,14
13,MIAMI-DADE,0461,BRENTWOOD ELEMENTARY SCHOOL,03,71,296,52,24,24,30,15,7
13,MIAMI-DADE,0481,JAMES H. BRIGHT ELEMENTARY/J.W. JOHNSON ELEM,03,77,290,43,39,18,22,13,8
13,MIAMI-DADE,0510,ARCHIMEDEAN ACADEMY,03,113,321,96,0,4,18,40,38
13,MIAMI-DADE,0520,SOMERSET ACADEMY,03,136,315,85,4,11,23,39,24
13,MIAMI-DADE,0521,BROADMOOR ELEMENTARY SCHOOL,03,94,279,20,53,27,18,2,0
13,MIAMI-DADE,0561,W. J. BRYAN ELEMENTARY,03,111,289,41,38,21,27,10,5
13,MIAMI-DADE,0600,PINECREST PREPARATORY ACADEMY,03,108,313,87,3,10,32,39,16
13,MIAMI-DADE,0641,BUNCHE PARK ELEMENTARY SCHOOL,03,31,298,65,26,10,29,32,3
13,MIAMI-DADE,0651,CAMPBELL DRIVE K-8 CENTER,03,112,295,52,30,18,28,19,5
13,MIAMI-DADE,0661,CARIBBEAN K-8 CENTER,03,75,295,51,31,19,24,20,7
13,MIAMI-DADE,0671,CALUSA ELEMENTARY SCHOOL,03,119,318,90,5,5,24,32,34
13,MIAMI-DADE,0681,CAROL CITY ELEMENTARY SCHOOL,03,32,287,38,53,9,19,19,0
13,MIAMI-DADE,0721,GEORGE W. CARVER ELEMENTARY SCHOOL,03,103,316,93,3,4,27,42,24
13,MIAMI-DADE,0754,SOMERSET PREPATORY ACADEMY - HOMESTEAD,03,50,311,76,4,20,26,28,22
13,MIAMI-DADE,0761,MIAMI BEACH FEINBERG/FISHER K-8,03,93,289,39,39,23,22,13,4
13,MIAMI-DADE,0771,DR. WILLIAM A. CHAPMAN ELEMENTARY SCHOOL,03,81,297,53,28,19,28,17,7
13,MIAMI-DADE,0801,CITRUS GROVE ELEMENTARY SCHOOL,03,189,289,41,41,19,22,15,4
13,MIAMI-DADE,0831,CLAUDE PEPPER ELEMENTARY SCHL,03,58,301,67,19,14,29,33,5
13,MIAMI-DADE,0841,COCONUT GROVE ELEMENTARY SCHL,03,95,311,82,11,7,31,33,19
13,MIAMI-DADE,0861,COLONIAL DRIVE ELEMENTARY SCHL,03,50,304,70,14,16,26,34,10
13,MIAMI-DADE,0881,COMSTOCK ELEMENTARY SCHOOL,03,109,295,53,23,24,36,13,5
13,MIAMI-DADE,0950,AVENTURA CITY OF EXCELLENCE,03,117,312,86,6,8,28,43,15
13,MIAMI-DADE,0961,CORAL GABLES PREPARATORY ACADEMY,03,111,305,68,15,17,25,27,15
13,MIAMI-DADE,1001,CORAL PARK ELEMENTARY SCHOOL,03,137,311,84,8,8,28,40,16
13,MIAMI-DADE,1002,TRUE NORTH CLASSICAL ACADEMY AT DADELAND,03,86,314,87,5,8,27,42,19
13,MIAMI-DADE,1010,THE CHARTER SCHOOL AT WATERSTONE,03,171,309,77,6,16,29,35,13
13,MIAMI-DADE,1014,HIVE PREPARATORY SCHOOL,03,127,315,91,2,6,28,42,21
13,MIAMI-DADE,1015,ACADEMIR CHARTER SCHOOL PREPARATORY,03,148,308,74,9,18,31,26,16
13,MIAMI-DADE,1017,MATER ACADEMY OF INTERNATIONAL STUDIES,03,81,295,52,27,21,36,14,2
13,MIAMI-DADE,1020,YOUTH CO-OP CHARTER SCHOOL,03,79,296,54,19,27,37,15,3
13,MIAMI-DADE,1024,TRUE NORTH CLASSICAL ACADEMY AT GATEWAY,03,42,319,95,0,5,24,45,26
13,MIAMI-DADE,1041,CORAL REEF ELEMENTARY SCHOOL,03,108,316,86,5,9,25,33,28
13,MIAMI-DADE,1081,CORAL TERRACE ELEMENTARY SCHL,03,86,306,72,15,13,30,24,17
13,MIAMI-DADE,1121,CORAL WAY K-8 CENTER,03,140,305,67,16,16,31,19,18
13,MIAMI-DADE,1161,CRESTVIEW ELEMENTARY SCHOOL,03,39,302,59,21,21,21,26,13
13,MIAMI-DADE,1241,CUTLER RIDGE ELEMENTARY SCHOOL,03,76,295,54,24,22,29,20,5
13,MIAMI-DADE,1281,CYPRESS K-8 CENTER,03,42,296,43,26,31,17,21,5
13,MIAMI-DADE,1331,DEVON AIRE K-8 CENTER,03,86,312,76,8,16,23,30,22
13,MIAMI-DADE,1361,FREDERICK R. DOUGLASS ELEM.,03,47,289,45,34,21,34,9,2
13,MIAMI-DADE,1371,MARJORY STONEMAN DOUGLAS ELEM,03,111,305,63,17,20,21,24,18
