y,d,s,g,c,fixorder,sub,inexp_tot,exp_tot,total_unk_tot,total_tot,inexp_r_tot,ineff_tot,otheval_tot,noeval_tot,ineff_r_tot,temponly_tot
1819,29,4961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,9,42,0,51,17.6,0,48,3,0,1
1819,29,4961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,4961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1920,29,4961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,15,35,0,50,30,0,0,50,0,3
1920,29,4961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,4961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2021,29,4961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,17,32,0,49,34.7,0,44,5,0,6
2021,29,4961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,4961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
2122,29,4961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,16,24,0,40,40,0,37,3,0,4
2122,29,4961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,4961,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,0,1,0,0,0,1,0,
2223,29,4961,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,19,25,0,44,43.2,0,42,2,0,5
2223,29,4961,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,4961,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,6608,School Chart,High Minority/High Poverty/Title I,10,Teachers,15,0,0,15,100,0,0,15,0,2
1718,29,6608,School Chart,High Minority/High Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
1718,29,6608,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1819,29,6608,School Chart,High Minority/High Poverty/Title I,10,Teachers,13,1,0,14,92.9,0,5,9,0,4
1819,29,6608,School Chart,High Minority/High Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
1819,29,6608,School Chart,High Minority/High Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
1920,29,6608,School Chart,High Minority/High Poverty/Title I,10,Teachers,10,1,0,11,90.9,0,0,11,0,2
1920,29,6608,School Chart,High Minority/High Poverty/Title I,10,Principals,1,1,0,2,50,0,0,2,0,
1920,29,6608,School Chart,High Minority/High Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
2021,29,6608,School Chart,High Minority/High Poverty/Title I,10,Teachers,8,1,0,9,88.9,0,0,9,0,1
2021,29,6608,School Chart,High Minority/High Poverty/Title I,10,Principals,1,1,0,2,50,0,0,2,0,
2021,29,6608,School Chart,High Minority/High Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
2122,29,6608,School Chart,High Minority/High Poverty/Title I,10,Teachers,8,0,0,8,100,0,2,6,0,1
2122,29,6608,School Chart,High Minority/High Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
2122,29,6608,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
2223,29,6608,School Chart,High Minority/High Poverty/Title I,10,Teachers,7,0,0,7,100,0,0,7,0,1
2223,29,6608,School Chart,High Minority/High Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2223,29,6608,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
1718,29,6623,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,15,1,0,16,93.8,0,7,9,0,6
1718,29,6623,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,0,0,0,,0,0,0,,
1718,29,6623,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
1819,29,6623,School Chart,High Minority/High Poverty/Title I,10,Teachers,15,1,0,16,93.8,0,9,7,0,3
1819,29,6623,School Chart,High Minority/High Poverty/Title I,10,Principals,0,0,0,0,,0,0,0,,
1819,29,6623,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
1920,29,6623,School Chart,High Minority/High Poverty/Title I,10,Teachers,9,1,0,10,90,0,0,10,0,2
1920,29,6623,School Chart,High Minority/High Poverty/Title I,10,Principals,0,0,0,0,,0,0,0,,
1920,29,6623,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
2021,29,6623,School Chart,High Minority/High Poverty/Title I,10,Teachers,6,1,0,7,85.7,0,5,2,0,1
2021,29,6623,School Chart,High Minority/High Poverty/Title I,10,Principals,0,0,0,0,,0,0,0,,
2021,29,6623,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
2122,29,6623,School Chart,High Minority/High Poverty/Title I,10,Teachers,8,1,0,9,88.9,0,4,5,0,1
2122,29,6623,School Chart,High Minority/High Poverty/Title I,10,Principals,0,0,0,0,,0,0,0,,
2122,29,6623,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
2223,29,6623,School Chart,High Minority/High Poverty/Title I,10,Teachers,8,1,0,9,88.9,0,0,9,0,1
2223,29,6623,School Chart,High Minority/High Poverty/Title I,10,Principals,0,0,0,0,,0,0,0,,
2223,29,6623,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
1718,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,48,1,0,49,98,0,47,2,0,8
1718,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,1,0,0,
1718,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,1,0,0,
1819,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,52,1,0,53,98.1,0,43,10,0,7
1819,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,1,0,0,
1819,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,2,2,0,0,2,0,0,
1920,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,51,1,0,52,98.1,0,0,52,0,5
1920,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
1920,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,2,2,0,0,0,2,0,
2021,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,47,1,0,48,97.9,1,37,10,2.08,4
2021,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,1,0,0,
2021,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,2,2,0,0,2,0,0,
2122,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,51,2,0,53,96.2,0,46,7,0,9
2122,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2122,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,2,2,0,0,0,2,0,
2223,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,44,0,0,44,100,0,38,6,0,10
2223,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2223,29,6649,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,2,2,0,0,2,0,0,
1718,29,7791,School Chart,High Minority/High Poverty/Title I,10,Teachers,4,1,0,5,80,0,0,5,0,0
1718,29,7791,School Chart,High Minority/High Poverty/Title I,10,Principals,0,0,1,1,0,0,1,0,0,
1718,29,7791,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
1819,29,7791,School Chart,High Minority/High Poverty/Title I,10,Teachers,7,0,0,7,100,0,0,7,0,3
1819,29,7791,School Chart,High Minority/High Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
1819,29,7791,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
1920,29,7791,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,14,0,0,14,100,0,0,14,0,4
1920,29,7791,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
1920,29,7791,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
2021,29,7791,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,17,0,0,17,100,1,8,8,5.88,6
2021,29,7791,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2021,29,7791,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
2122,29,7791,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,22,1,0,23,95.7,0,14,9,0,10
2122,29,7791,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2122,29,7791,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,7791,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,18,1,0,19,94.7,0,12,7,0,9
2223,29,7791,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2223,29,7791,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,7811,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,16,1,0,17,94.1,0,11,6,0,0
1718,29,7811,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
1718,29,7811,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,0,0,,0,0,0,,
1819,29,7811,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,21,1,0,22,95.5,0,12,10,0,2
1819,29,7811,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
1819,29,7811,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,0,0,,0,0,0,,
1920,29,7811,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,21,2,0,23,91.3,0,0,23,0,1
1920,29,7811,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
1920,29,7811,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,0,0,0,,0,0,0,,
2021,29,7811,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,26,2,3,31,83.9,0,13,18,0,12
2021,29,7811,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,1,0,0,
2021,29,7811,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,0,0,,0,0,0,,
2122,29,7811,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,15,0,6,21,71.4,0,5,16,0,6
2122,29,7811,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2122,29,7811,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,0,0,0,,0,0,0,,
2223,29,7811,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,9,0,0,9,100,0,0,9,0,3
2223,29,7811,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,0,0,0,,0,0,0,,
2223,29,7811,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,7822,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,5,0,0,5,100,0,3,2,0,2
1718,29,7822,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
1718,29,7822,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
1819,29,7822,School Chart,High Minority/High Poverty/Title I,10,Teachers,5,0,0,5,100,0,0,5,0,3
1819,29,7822,School Chart,High Minority/High Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
1819,29,7822,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
1920,29,7822,School Chart,High Minority/High Poverty/Title I,10,Teachers,6,0,0,6,100,0,0,6,0,2
1920,29,7822,School Chart,High Minority/High Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
1920,29,7822,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
2021,29,7822,School Chart,High Minority/High Poverty/Title I,10,Teachers,6,0,0,6,100,0,4,2,0,1
2021,29,7822,School Chart,High Minority/High Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2021,29,7822,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
2122,29,7822,School Chart,High Minority/High Poverty/Title I,10,Teachers,7,0,0,7,100,0,4,3,0,1
2122,29,7822,School Chart,High Minority/High Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2122,29,7822,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
2223,29,7822,School Chart,High Minority/High Poverty/Title I,10,Teachers,3,0,0,3,100,0,0,3,0,0
2223,29,7822,School Chart,High Minority/High Poverty/Title I,10,Principals,0,0,1,1,0,0,0,1,0,
2223,29,7822,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,0,0,,0,0,0,,
2223,29,7824,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Teachers,6,0,0,6,100,0,0,6,0,0
2223,29,7824,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Principals,0,0,0,0,,0,0,0,,
2223,29,7824,School Chart,Mid-Range Minority/Mid-Range Poverty/Non-Title I,10,Other,0,0,0,0,,0,0,0,,
1718,29,0041,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,17,33,0,50,34,1,48,1,2,5
1718,29,0041,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0041,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
1819,29,0041,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,17,35,0,52,32.7,2,48,2,3.85,9
1819,29,0041,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0041,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,1,0,2,50,0,1,1,0,
1920,29,0041,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,14,28,0,42,33.3,0,0,42,0,9
1920,29,0041,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0041,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
2021,29,0041,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,22,29,0,51,43.1,3,41,7,5.88,12
2021,29,0041,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0041,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,2,2,0,0,0,2,0,
2122,29,0041,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,12,28,0,40,30,3,32,5,7.5,10
2122,29,0041,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0041,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,0,2,2,0,0,0,2,0,
2223,29,0041,School Chart,High Minority/High Poverty/Title I,10,Teachers,12,17,0,29,41.4,0,29,0,0,7
2223,29,0041,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0041,School Chart,High Minority/High Poverty/Title I,10,Other,0,0,2,2,0,0,0,2,0,
1718,29,0052,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,19,36,0,55,34.5,2,52,1,3.64,11
1718,29,0052,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0052,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,2,2,0,0,0,2,0,
1819,29,0052,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,18,33,0,51,35.3,0,51,0,0,6
1819,29,0052,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0052,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,2,0,0,2,100,0,0,2,0,
1920,29,0052,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,12,33,0,45,26.7,0,0,45,0,5
1920,29,0052,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0052,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,2,0,3,33.3,0,0,3,0,
2021,29,0052,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,24,33,0,57,42.1,0,55,2,0,15
2021,29,0052,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0052,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,1,2,0,0,0,2,0,
2122,29,0052,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,14,34,0,48,29.2,0,45,3,0,11
2122,29,0052,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0052,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
2223,29,0052,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,25,27,0,52,48.1,1,49,2,1.92,16
2223,29,0052,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0052,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,0,2,2,0,0,0,2,0,
1718,29,0055,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,32,53,0,85,37.6,2,79,4,2.35,13
1718,29,0055,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0055,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,2,3,0,0,0,3,0,
1819,29,0055,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,34,60,0,94,36.2,2,90,2,2.13,16
1819,29,0055,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0055,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,3,0,3,0,0,0,3,0,
1920,29,0055,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,32,70,0,102,31.4,0,0,102,0,20
1920,29,0055,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0055,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,3,1,4,0,0,0,4,0,
2021,29,0055,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,44,61,0,105,41.9,0,96,9,0,26
2021,29,0055,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0055,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,1,2,4,25,0,0,4,0,
2122,29,0055,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,42,49,0,91,46.2,0,86,5,0,24
2122,29,0055,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0055,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,1,3,4,0,0,0,4,0,
2223,29,0055,School Chart,Mid-Range Minority/High Poverty/Title I,10,Teachers,42,48,0,90,46.7,0,86,4,0,30
2223,29,0055,School Chart,Mid-Range Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0055,School Chart,Mid-Range Minority/High Poverty/Title I,10,Other,0,0,4,4,0,0,0,4,0,
1718,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,10,34,0,44,22.7,0,43,1,0,4
1718,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,1,0,2,50,0,0,2,0,
1819,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,13,32,0,45,28.9,0,44,1,0,4
1819,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,1,0,2,50,0,0,2,0,
1920,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,12,36,0,48,25,0,0,48,0,7
1920,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,1,2,50,0,0,2,0,
2021,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,14,34,0,48,29.2,0,47,1,0,7
2021,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,2,2,0,0,0,2,0,
2122,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,13,28,0,41,31.7,0,39,2,0,9
2122,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,0,0,2,2,0,0,0,2,0,
2223,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Teachers,5,28,0,33,15.2,0,33,0,0,4
2223,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0074,School Chart,Mid-Range Minority/Mid-Range Poverty/Title I,10,Other,1,0,1,2,50,0,0,2,0,
1718,29,0082,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,8,54,0,62,12.9,0,62,0,0,4
1718,29,0082,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,1,0,0,1,100,0,0,1,0,
1718,29,0082,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,1,0,1,2,50,0,0,2,0,
1819,29,0082,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,10,51,0,61,16.4,0,61,0,0,4
1819,29,0082,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0082,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,1,1,0,2,50,0,0,2,0,
1920,29,0082,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,12,48,0,60,20,0,0,60,0,3
1920,29,0082,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0082,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,1,0,1,2,50,0,0,2,0,
2021,29,0082,School Chart,High Minority/High Poverty/Title I,10,Teachers,8,52,0,60,13.3,0,55,5,0,5
2021,29,0082,School Chart,High Minority/High Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0082,School Chart,High Minority/High Poverty/Title I,10,Other,1,0,1,2,50,0,0,2,0,
2122,29,0082,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,5,44,0,49,10.2,0,49,0,0,1
2122,29,0082,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0082,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,1,0,1,2,50,0,0,2,0,
2223,29,0082,School Chart,High Minority/Mid-Range Poverty/Title I,10,Teachers,11,33,0,44,25,0,43,1,0,3
2223,29,0082,School Chart,High Minority/Mid-Range Poverty/Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2223,29,0082,School Chart,High Minority/Mid-Range Poverty/Title I,10,Other,0,0,1,1,0,0,0,1,0,
1718,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,9,69,0,78,11.5,0,76,2,0,1
1718,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1718,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,0,1,2,3,0,0,0,3,0,
1819,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,5,75,0,80,6.3,0,80,0,0,0
1819,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1819,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,2,1,0,3,66.7,0,0,3,0,
1920,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,9,75,0,84,10.7,0,0,84,0,2
1920,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
1920,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,2,1,0,3,66.7,0,0,3,0,
2021,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,13,68,0,81,16,0,79,2,0,6
2021,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2021,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,2,2,0,4,50,0,0,4,0,
2122,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Teachers,7,64,0,71,9.9,0,70,1,0,3
2122,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Principals,0,1,0,1,0,0,0,1,0,
2122,29,0086,School Chart,Mid-Range Minority/Low Poverty/Non-Title I,10,Other,1,1,0,2,50,0,0,2,0,
